"id","name","link","address","rating","reviews","price_min","price_max"
330,"Majestic Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d1898706-Reviews-Majestic_Hotel-Casablanca_Casablanca_Settat.html","57 Avenue Lalla Yacout Quartier Liberté, Casablanca 20000 Morocco","1.5",185,"39","47"
331,"Ryad 91","https://www.tripadvisor.com/Hotel_Review-g293732-d17768566-Reviews-Ryad_91-Casablanca_Casablanca_Settat.html","91, Rue De Fes Ancienne Medina, Casablanca Morocco","4",29,"46","80"
332,"JM Suites Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d843703-Reviews-JM_Suites_Hotel-Casablanca_Casablanca_Settat.html","161, Angle Bd Rachidi & Moulay Hassan 1st, Casablanca 20000 Morocco","3.5",175,"115","156"
333,"Cade Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d27142305-Reviews-Cade_Hotel-Casablanca_Casablanca_Settat.html","36 Rue du Yémen Sidi Belyout, Casablanca 20150 Morocco","2.5",4,"31","40"
334,"Hotel Villa Blanca & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d1014868-Reviews-Hotel_Villa_Blanca_Spa-Casablanca_Casablanca_Settat.html","Boulevard de la Corniche, Casablanca 20000 Morocco","3",256,"126","153"
335,"Exe Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d15612687-Reviews-Exe_Casablanca-Casablanca_Casablanca_Settat.html","3 Rue Badr Assayab, Quartier Gauthier, Casablanca 20060 Morocco","4",18,"69","86"
336,"Hotel Astrid","https://www.tripadvisor.com/Hotel_Review-g293732-d1217020-Reviews-Hotel_Astrid-Casablanca_Casablanca_Settat.html","12, Rue Du 6 Novembre, Casablanca Morocco","3.5",149,"38","42"
337,"New Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d20361874-Reviews-New_Hotel-Casablanca_Casablanca_Settat.html","10 Rue Calavon Angle Abdelmoumen, Casablanca Morocco","2.5",8,"110","135"
338,"Ocean Park Appart Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d12563987-Reviews-Ocean_Park_Appart_Hotel-Casablanca_Casablanca_Settat.html","126 Lotissement Al Mountazah Ain Diab, Casablanca 20180 Morocco","4",28,"109","139"
339,"Hotel Astoria","https://www.tripadvisor.com/Hotel_Review-g293732-d3844911-Reviews-Hotel_Astoria-Casablanca_Casablanca_Settat.html","63 Rue d'Azilal, Casablanca 20110 Morocco","2.5",41,"43","54"
340,"Hotel Suisse","https://www.tripadvisor.com/Hotel_Review-g293732-d496739-Reviews-Hotel_Suisse-Casablanca_Casablanca_Settat.html","1 Boulevard De La Corniche Ain-Diab, Casablanca 20000 Morocco","3",245,"66","705"
341,"Lotus Hôtel Casanearshore","https://www.tripadvisor.com/Hotel_Review-g293732-d26633609-Reviews-Lotus_Hotel_Casanearshore-Casablanca_Casablanca_Settat.html","Rue 81 Lotissement Communal 124 Lotissement Communal Sidi Maarouf, Ain Chock, Casablanca 20200 Morocco","5",1,"62","75"
342,"Riad Hamdani","https://www.tripadvisor.com/Hotel_Review-g293732-d11926572-Reviews-Riad_Hamdani-Casablanca_Casablanca_Settat.html","Douar El Bouzanniene Nouacer BP 27 Deroua, Casablanca 26200 Morocco","3.5",100,"71","106"
343,"Stayhere Casablanca - Maarif - Elite Residence","https://www.tripadvisor.com/Hotel_Review-g293732-d27128404-Reviews-Stayhere_Casablanca_Maarif_Elite_Residence-Casablanca_Casablanca_Settat.html","Rue Ibnou Hilal, Casablanca 20250 Morocco","5",1,"60","82"
344,"The Fourteen Luxury Boutique Hotel & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d8998299-Reviews-The_Fourteen_Luxury_Boutique_Hotel_Spa-Casablanca_Casablanca_Settat.html","N11 Rue Abou EL Moutaz EL Falaki Maarif, Casablanca Morocco","3.5",55,"66","81"
345,"Hotel Azur","https://www.tripadvisor.com/Hotel_Review-g293732-d603029-Reviews-Hotel_Azur-Casablanca_Casablanca_Settat.html","41 Bd De La Corniche Ain Diab, Casablanca 20180 Morocco","3",220,"81","99"
346,"Mogador Marina","https://www.tripadvisor.com/Hotel_Review-g293732-d10634904-Reviews-Mogador_Marina-Casablanca_Casablanca_Settat.html","1 Rue Ait Ba Amrane, Casablanca 20250 Morocco","3.5",146,"69","100"
347,"Casa City Break Suites","https://www.tripadvisor.com/Hotel_Review-g293732-d23153904-Reviews-Casa_City_Break_Suites-Casablanca_Casablanca_Settat.html","13 Rue El Wahda, Casablanca 20250 Morocco","5",3,"49","58"
348,"Silver Suites Hotel & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d24131836-Reviews-Silver_Suites_Hotel_Spa-Casablanca_Casablanca_Settat.html","9 Rue Kaddour El Alami Quartier Lusitania, Angle Bd Hassan 1er, Casablanca 20250 Morocco","3.5",6,"68","92"
349,"Unico Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d27103343-Reviews-Unico_Hotel-Casablanca_Casablanca_Settat.html","5 Rue du Gabon, Casablanca 20250 Morocco","3.5",7,"57","72"
350,"Hotel Boustane","https://www.tripadvisor.com/Hotel_Review-g293732-d5539257-Reviews-Hotel_Boustane-Casablanca_Casablanca_Settat.html","75 Rue Mohamed Radi Quartier de la Gare, Casablanca 20250 Morocco","1.5",32,"26","29"
351,"Le 22 Appart Hotel & Escape Game","https://www.tripadvisor.com/Hotel_Review-g293732-d14879720-Reviews-Le_22_Appart_Hotel_Escape_Game-Casablanca_Casablanca_Settat.html","57 Rue des Acacias, Casablanca 20000 Morocco","4",13,"52","72"
352,"Domo Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d10184283-Reviews-Domo_Casablanca-Casablanca_Casablanca_Settat.html","Immeuble les Quatre Temps 3 - La Colline II Sidi Maarouf Building Four Times 3, Casablanca 20190 Morocco","3.5",160,"79","93"
353,"Singapour Maroc","https://www.tripadvisor.com/Hotel_Review-g293732-d23657180-Reviews-Singapour_Maroc-Casablanca_Casablanca_Settat.html","11 Rue Neuf Brisach, Casablanca 20000 Morocco","1",1,"24","29"
354,"Mid Town Hotel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d24127874-Reviews-Mid_Town_Hotel_Casablanca-Casablanca_Casablanca_Settat.html","3 Rue Badr Assayab, Quartier Gauthie, Casablanca 20060 Morocco","2.5",28,"62","79"
355,"Family Aparthotel","https://www.tripadvisor.com/Hotel_Review-g293732-d24147332-Reviews-Family_Aparthotel-Casablanca_Casablanca_Settat.html","14 Rue De Palmyre, Casablanca 20250 Morocco","5",12,"90","97"
356,"Hotel Bellerive","https://www.tripadvisor.com/Hotel_Review-g293732-d306409-Reviews-Hotel_Bellerive-Casablanca_Casablanca_Settat.html","38 Boulevard De La Corniche, Casablanca 10050 Morocco","2.5",77,"60","72"
357,"Hotel Prince de Paris","https://www.tripadvisor.com/Hotel_Review-g293732-d455657-Reviews-Hotel_Prince_de_Paris-Casablanca_Casablanca_Settat.html","24 Bis Boulevard de Paris, Casablanca 20000 Morocco","2",257,"68","80"
358,"East West Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d1391742-Reviews-East_West_Hotel-Casablanca_Casablanca_Settat.html","10 Avenue Hassan Souktani, Casablanca 20100 Morocco","3",40,"40","47"
359,"Hotel Ennasma","https://www.tripadvisor.com/Hotel_Review-g293732-d2283121-Reviews-Hotel_Ennasma-Casablanca_Casablanca_Settat.html","71 Rue Elwahda, Casablanca 20250 Morocco","2.5",66,"36","59"
360,"Hotel Transatlantique","https://www.tripadvisor.com/Hotel_Review-g293732-d607330-Reviews-Hotel_Transatlantique-Casablanca_Casablanca_Settat.html","79 Rue Chaouia, Casablanca 20250 Morocco","2",159,"42","61"
361,"Windsor Hotel City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d17471387-Reviews-Windsor_Hotel_City_Center-Casablanca_Casablanca_Settat.html","93, Rue Wad El Makhazine Début d'Avenue, Bd d'Anfa, Casablanca 20250 Morocco","2",15,"38","52"
362,"Fourteen Hotel Ain Sebaa","https://www.tripadvisor.com/Hotel_Review-g293732-d27182103-Reviews-Fourteen_Hotel_Ain_Sebaa-Casablanca_Casablanca_Settat.html","1 Boulevard de la Grande Ceinture, Casablanca 20250 Morocco","5",1,"56","71"
363,"Golden Star Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d14127637-Reviews-Golden_Star_Casablanca-Casablanca_Casablanca_Settat.html","3 Rue Guynemer Oasis, Casablanca 20410 Morocco","3.5",17,"81","99"
364,"Dar Tahra","https://www.tripadvisor.com/Hotel_Review-g293732-d4411825-Reviews-Dar_Tahra-Casablanca_Casablanca_Settat.html","78 Rue Dammam Angle Bd Panoramique, Casablanca 20000 Morocco","4.5",32,"76","110"
365,"Hotel Delta Atlas","https://www.tripadvisor.com/Hotel_Review-g293732-d16731660-Reviews-Hotel_Delta_Atlas-Casablanca_Casablanca_Settat.html","276 Boulevard Mohamed 5, Rue Karatchi, Casablanca 20000 Morocco","3.5",8,"56","68"
366,"Hotel Les Ambassadeurs","https://www.tripadvisor.com/Hotel_Review-g293732-d4886361-Reviews-Hotel_Les_Ambassadeurs-Casablanca_Casablanca_Settat.html","35 Rue Pierre Parent, Casablanca 20250 Morocco","2.5",38,"42","54"
367,"Gite Nadia","https://www.tripadvisor.com/Hotel_Review-g293732-d1140389-Reviews-Gite_Nadia-Casablanca_Casablanca_Settat.html","Km 13,5 Route principale No 1, Casablanca 20230 Morocco","4",65,"91","100"
368,"Hotel Salim","https://www.tripadvisor.com/Hotel_Review-g293732-d3847349-Reviews-Hotel_Salim-Casablanca_Casablanca_Settat.html","35-37 Rue El Araar Ex Gay Lussac, Casablanca 20000 Morocco","1.5",14,"33","35"
369,"Privilège Oasis Hôtel","https://www.tripadvisor.com/Hotel_Review-g293732-d24810807-Reviews-Privilege_Oasis_Hotel-Casablanca_Casablanca_Settat.html","Rte de l'Oasis Oasis Neighborhood, Casablanca 20000 Morocco","3.5",7,"65","80"
370,"Le Zenith Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d557081-Reviews-Le_Zenith_Hotel-Casablanca_Casablanca_Settat.html","Route d'El Jadida, Angle 1077 Lissasfa, Casablanca 20000 Morocco","3",104,"82","91"
371,"Le 135 Appart Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d8618867-Reviews-Le_135_Appart_Hotel-Casablanca_Casablanca_Settat.html","135 Bd Hassan II, Casablanca 20400 Morocco","3.5",65,"55","70"
372,"Hotel Tropicana","https://www.tripadvisor.com/Hotel_Review-g293732-d14975760-Reviews-Hotel_Tropicana-Casablanca_Casablanca_Settat.html","Boulevard de la Corniche, Casablanca 20100 Morocco","2",7,"56","77"
373,"ZEN Suites Hotel Massira","https://www.tripadvisor.com/Hotel_Review-g293732-d27171198-Reviews-ZEN_Suites_Hotel_Massira-Casablanca_Casablanca_Settat.html","65 Boulevard Al Massira Al Khadra, Casablanca 20250 Morocco","5",1,"95","120"
374,"Dar Diafa","https://www.tripadvisor.com/Hotel_Review-g293732-d3488038-Reviews-Dar_Diafa-Casablanca_Casablanca_Settat.html","45 Lot Lina, Sidi Maarouf, Casablanca 20000 Morocco","4.5",120,NULL,NULL
375,"Unico Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d28102830-Reviews-Unico_Hotel-Casablanca_Casablanca_Settat.html","183 Rue Oussama Ibnou Zaid Maarif, Casablanca 20250 Morocco","2",1,"46","85"
376,"BH Appart Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d23656378-Reviews-BH_Appart_Hotel-Casablanca_Casablanca_Settat.html","210 Boulevard Zoulikha Nassiri Sidi Maarouf, Casablanca 27182 Morocco","4",1,"96","114"
377,"Park Suites Hotel & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d23110852-Reviews-Park_Suites_Hotel_Spa-Casablanca_Casablanca_Settat.html","55 Avenue Hassan II Angle Rue de Terves, Casablanca 20000 Morocco","4",4,"66","75"
378,"Carré Français de Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d8039595-Reviews-Carre_Francais_de_Casablanca-Casablanca_Casablanca_Settat.html","5 Rue Idriss al Mohammedi, Casablanca 20500 Morocco","4",73,NULL,NULL
379,"Hotel Park Suites & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d2085095-Reviews-Hotel_Park_Suites_Spa-Casablanca_Casablanca_Settat.html","29 Rue Terves, Casablanca 20000 Morocco","3.5",188,"73","87"
380,"Avenue Suites & Appart Hotel Deluxe","https://www.tripadvisor.com/Hotel_Review-g293732-d17377380-Reviews-Avenue_Suites_Appart_Hotel_Deluxe-Casablanca_Casablanca_Settat.html","103 Boulevard Roudani Route d'El Jadida, Casablanca 20390 Morocco","4",37,NULL,NULL
381,"Hotel Galia","https://www.tripadvisor.com/Hotel_Review-g293732-d1216389-Reviews-Hotel_Galia-Casablanca_Casablanca_Settat.html","19 Rue Ibn Batouta, Casablanca Morocco","4",57,NULL,NULL
382,"Surf Globe School","https://www.tripadvisor.com/Hotel_Review-g293732-d6941616-Reviews-Surf_Globe_School-Casablanca_Casablanca_Settat.html","Jack Beach Dar Bouazza enface Cafe Florida Casablanca, Casablanca Morocco","5",10,NULL,NULL
383,"Appart Hotel Oleandro","https://www.tripadvisor.com/Hotel_Review-g293732-d26827372-Reviews-Appart_Hotel_Oleandro-Casablanca_Casablanca_Settat.html","46, Angle rue moqallad akili et, Rue Ibnou Kalakis, Casablanca 20040 Morocco","5",6,NULL,NULL
384,"The Seven Hotel and Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d10133664-Reviews-The_Seven_Hotel_and_Spa-Casablanca_Casablanca_Settat.html","14 Rue Baalabak bd de la Liberte Derrière acima rahal meskini, Casablanca 20250 Morocco","3",77,"49","55"
385,"Leyna Vacancy Homes","https://www.tripadvisor.com/Hotel_Review-g293732-d3569240-Reviews-Leyna_Vacancy_Homes-Casablanca_Casablanca_Settat.html","4 Rue Dixmude Residence Dixmude, Casablanca 20000 Morocco","4.5",24,NULL,NULL
386,"My Loft Anfa","https://www.tripadvisor.com/Hotel_Review-g293732-d12702535-Reviews-My_Loft_Anfa-Casablanca_Casablanca_Settat.html","12 Rue Lahcen Bassri Bd d'Anfa, Casablanca 20330 Morocco","2.5",14,"67","203"
387,"Jnane Sherazade","https://www.tripadvisor.com/Hotel_Review-g293732-d675049-Reviews-Jnane_Sherazade-Casablanca_Casablanca_Settat.html","8 Rue de Belgrade Habous, Casablanca 20000 Morocco","3.5",86,NULL,NULL
388,"Dar G'nifid","https://www.tripadvisor.com/Hotel_Review-g293732-d6902851-Reviews-Dar_G_nifid-Casablanca_Casablanca_Settat.html","Had Soualem, Casablanca 20000 Morocco","5",10,NULL,NULL
389,"Le Trianon Luxury Hotel & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d3578833-Reviews-Le_Trianon_Luxury_Hotel_Spa-Casablanca_Casablanca_Settat.html","4 Rue Bouhtouri, Quartier Gauthier, Casablanca 20000 Morocco","3.5",240,NULL,NULL
390,"Hôtel Rania Belmadina","https://www.tripadvisor.com/Hotel_Review-g293732-d4263457-Reviews-Hotel_Rania_Belmadina-Casablanca_Casablanca_Settat.html","32 Bd Du 9 Avril, Casablanca 20100 Morocco","3.5",40,"82","110"
391,"La Petite Ferme","https://www.tripadvisor.com/Hotel_Review-g293732-d10508020-Reviews-La_Petite_Ferme-Casablanca_Casablanca_Settat.html","Route Natianale d'Eljadida N1 km 18, Casablanca 20390 Morocco","4",17,NULL,NULL
392,"Villa Du Golf","https://www.tripadvisor.com/Hotel_Review-g293732-d12436785-Reviews-Villa_Du_Golf-Casablanca_Casablanca_Settat.html","N 26 Golf Gouskoura, Green Town, Casablanca 20000 Morocco","5",6,NULL,NULL
393,"Hotel Guynemer","https://www.tripadvisor.com/Hotel_Review-g293732-d619488-Reviews-Hotel_Guynemer-Casablanca_Casablanca_Settat.html","2 Rue Mohamed Belloul Casa-Anfa, Casablanca 20000 Morocco","3.5",206,NULL,NULL
394,"Hotel Manar","https://www.tripadvisor.com/Hotel_Review-g293732-d1452255-Reviews-Hotel_Manar-Casablanca_Casablanca_Settat.html","Casablanca Morocco","3.5",15,NULL,NULL
395,"Medina Guesthouse","https://www.tripadvisor.com/Hotel_Review-g293732-d15019923-Reviews-Medina_Guesthouse-Casablanca_Casablanca_Settat.html","38 Rue Sale Ancienne Medina, Casablanca 20000 Morocco","4",4,NULL,NULL
396,"Hotel Plaza Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d2299211-Reviews-Hotel_Plaza_Casablanca-Casablanca_Casablanca_Settat.html","18 Boulevard Felix Houphouet Boigny, Casablanca Morocco","3.5",18,NULL,NULL
397,"Hotel Rialto","https://www.tripadvisor.com/Hotel_Review-g293732-d5540138-Reviews-Hotel_Rialto-Casablanca_Casablanca_Settat.html","9 Rue Saleh Ben Bouchaib, Casablanca 20000 Morocco","3.5",7,NULL,NULL
398,"Iam Sahara","https://www.tripadvisor.com/Hotel_Review-g293732-d26831068-Reviews-Iam_Sahara-Casablanca_Casablanca_Settat.html","168, bd El Khalil, Ain Chok,, Casablanca 20480 Morocco","5",1,NULL,NULL
399,"Hotel Negociants","https://www.tripadvisor.com/Hotel_Review-g293732-d618254-Reviews-Hotel_Negociants-Casablanca_Casablanca_Settat.html","116 Rue Allah ben Abdellah, Casablanca Morocco","4",8,NULL,NULL
400,"Hotel Colbert","https://www.tripadvisor.com/Hotel_Review-g293732-d303055-Reviews-Hotel_Colbert-Casablanca_Casablanca_Settat.html","Rue Chouia, Casablanca Morocco","3.5",11,NULL,NULL
401,"Future Apartments","https://www.tripadvisor.com/Hotel_Review-g293732-d9871769-Reviews-Future_Apartments-Casablanca_Casablanca_Settat.html","Boulevard la corniche, rue laalaj 4 Residence Lhorizon,immeuble 4g 1 Etage N 3, Casablanca 20000 Morocco","3.5",12,"139","156"
402,"Magic Village","https://www.tripadvisor.com/Hotel_Review-g293732-d13207498-Reviews-Magic_Village-Casablanca_Casablanca_Settat.html","Ferrme El Bachir, Douar Old Hriz,10 km Apres Mediouna, route d El Gara, Casablanca 20250 Morocco","4",3,NULL,NULL
403,"Hamilton Suites & Appart","https://www.tripadvisor.com/Hotel_Review-g293732-d20763023-Reviews-Hamilton_Suites_Appart-Casablanca_Casablanca_Settat.html","7 Rue Al Bakri, Casablanca 20250 Morocco","5",1,NULL,NULL
404,"Hotel Touring","https://www.tripadvisor.com/Hotel_Review-g293732-d303056-Reviews-Hotel_Touring-Casablanca_Casablanca_Settat.html","Rue Allal ben Abdallah, Casablanca Morocco","3",18,NULL,NULL
405,"Hotel Cosmos Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d13455818-Reviews-Hotel_Cosmos_Casablanca-Casablanca_Casablanca_Settat.html","357 Boulevard Mohammed V, Casablanca 20250 Morocco","4",1,NULL,NULL
407,"Hotel Maamoura","https://www.tripadvisor.com/Hotel_Review-g293732-d652427-Reviews-Hotel_Maamoura-Casablanca_Casablanca_Settat.html","59 Rue Ibn Batouta, Casablanca 20250 Morocco","3.5",367,"34","44"
433,"Relax Airport Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d21135495-Reviews-Relax_Airport_Hotel-Casablanca_Casablanca_Settat.html","Rue Urbaine Nousser, Casablanca 20000 Morocco","3",18,NULL,NULL
434,"Hotel de la Victoire","https://www.tripadvisor.com/Hotel_Review-g293732-d5539254-Reviews-Hotel_de_la_Victoire-Casablanca_Casablanca_Settat.html","48, Rue d’Anfa, Casablanca 20000 Morocco","4.5",2,NULL,NULL
435,"Hotel Mon Reve","https://www.tripadvisor.com/Hotel_Review-g293732-d6677179-Reviews-Hotel_Mon_Reve-Casablanca_Casablanca_Settat.html","7 Rue Chaouia, Casablanca 20000 Morocco","3.5",4,NULL,NULL
436,"Hotel Kon Tiki","https://www.tripadvisor.com/Hotel_Review-g293732-d6368778-Reviews-Hotel_Kon_Tiki-Casablanca_Casablanca_Settat.html","88 Rue Allal Ben Abdallah, Casablanca 20000 Morocco","4",2,NULL,NULL
437,"Hotel Candide","https://www.tripadvisor.com/Hotel_Review-g293732-d5539267-Reviews-Hotel_Candide-Casablanca_Casablanca_Settat.html","33 Rue El Markazia, Casablanca 20000 Morocco","5",1,NULL,NULL
438,"Minjo Appart Hotel - Hostel","https://www.tripadvisor.com/Hotel_Review-g293732-d16644244-Reviews-Minjo_Appart_Hotel_Hostel-Casablanca_Casablanca_Settat.html","Boulevard De Zerktouni, Casablanca 20250 Morocco","3",8,NULL,NULL
439,"Appart'Hotel, Vue sur Mer","https://www.tripadvisor.com/Hotel_Review-g293732-d9776025-Reviews-Appart_Hotel_Vue_sur_Mer-Casablanca_Casablanca_Settat.html","3 Avenue Mehdi Ben Barka, Casablanca 20250, Maroc, Casablanca 20250 Morocco","4",1,NULL,NULL
440,"Casa Appart Contemporain","https://www.tripadvisor.com/Hotel_Review-g293732-d6403330-Reviews-Casa_Appart_Contemporain-Casablanca_Casablanca_Settat.html","Rue de Bruxelles, Casablanca 20490 Morocco","4",1,NULL,NULL
441,"Hotel Cluny","https://www.tripadvisor.com/Hotel_Review-g293732-d5540136-Reviews-Hotel_Cluny-Casablanca_Casablanca_Settat.html","3 Rue El Maidani, Casablanca 20340 Morocco","2.5",2,NULL,NULL
442,"Hotel de Foucauld","https://www.tripadvisor.com/Hotel_Review-g293732-d5540000-Reviews-Hotel_de_Foucauld-Casablanca_Casablanca_Settat.html","52 Rue El-Oraibi Jilali, Casablanca 20000 Morocco","3",5,NULL,NULL
443,"Lausanne Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d4829281-Reviews-Lausanne_Hotel-Casablanca_Casablanca_Settat.html","24 Rue Tata (Ex Poincare), Casablanca 20000 Morocco","3",3,NULL,NULL
444,"Hotel Moumen","https://www.tripadvisor.com/Hotel_Review-g293732-d5539960-Reviews-Hotel_Moumen-Casablanca_Casablanca_Settat.html","40 Boulevard de Paris, Casablanca 20130 Morocco","3",1,NULL,NULL
445,"Hotel du Centre","https://www.tripadvisor.com/Hotel_Review-g293732-d1882886-Reviews-Hotel_du_Centre-Casablanca_Casablanca_Settat.html","1 rue sidi balyout, City centre, Casablanca Morocco","2.5",6,NULL,NULL
446,"Hotel al Amane","https://www.tripadvisor.com/Hotel_Review-g293732-d5540116-Reviews-Hotel_al_Amane-Casablanca_Casablanca_Settat.html","Rue Six Novembre, Casablanca 20130 Morocco","2",1,NULL,NULL
447,"Hotel Farah Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d670657-Reviews-Hotel_Farah_Casablanca-Casablanca_Casablanca_Settat.html","160 Av Des Forces Armees Royales, Casablanca 20000 Morocco","3",771,"127","144"
448,"Hotel d'Alsace","https://www.tripadvisor.com/Hotel_Review-g293732-d7332049-Reviews-Hotel_d_Alsace-Casablanca_Casablanca_Settat.html","385, Angle d'El Jadida et Bd. Abderrahim Bouabid, Casablanca Morocco","2.5",4,NULL,NULL
449,"Sheli App","https://www.tripadvisor.com/Hotel_Review-g293732-d13072190-Reviews-Sheli_App-Casablanca_Casablanca_Settat.html","649 Boulevard Mohamed V, Casablanca 20300 Morocco","1",1,NULL,NULL
450,"Hotel Metropole","https://www.tripadvisor.com/Hotel_Review-g293732-d1230534-Reviews-Hotel_Metropole-Casablanca_Casablanca_Settat.html","89 rue Mohammed Smiha, Casablanca Morocco","2",6,NULL,NULL
451,"Dar Chadia","https://www.tripadvisor.com/Hotel_Review-g293732-d13470456-Reviews-Dar_Chadia-Casablanca_Casablanca_Settat.html","Rue Alim Chatatani, Casablanca 20250 Morocco","1",1,NULL,NULL
452,"Beifeimeng Casablanca Central House","https://www.tripadvisor.com/Hotel_Review-g293732-d15221742-Reviews-Beifeimeng_Casablanca_Central_House-Casablanca_Casablanca_Settat.html","11 Rue D Anvers, Casablanca 20000 Morocco","1",1,NULL,NULL
453,"Zitouna Apartments","https://www.tripadvisor.com/Hotel_Review-g293732-d10352313-Reviews-Zitouna_Apartments-Casablanca_Casablanca_Settat.html","Route Haj Fateh, Casablanca 20200 Morocco","2.5",3,"21","25"
454,"Centre La Forêt","https://www.tripadvisor.com/Hotel_Review-g293732-d518425-Reviews-Centre_La_Foret-Casablanca_Casablanca_Settat.html","Ain Tizgha - km13 Ben Slimane, Casablanca Morocco","1",2,NULL,NULL
455,"Medina Hostel","https://www.tripadvisor.com/Hotel_Review-g293732-d14901437-Reviews-Medina_Hostel-Casablanca_Casablanca_Settat.html","Casablanca 20250 Morocco","2",2,NULL,NULL
456,"Hotel De La Corniche","https://www.tripadvisor.com/Hotel_Review-g293732-d1012887-Reviews-Hotel_De_La_Corniche-Casablanca_Casablanca_Settat.html","Boulevard de la Corniche, Casablanca 20000 Morocco","2.5",41,NULL,NULL
457,"Mehdi House","https://www.tripadvisor.com/Hotel_Review-g293732-d12170039-Reviews-Mehdi_House-Casablanca_Casablanca_Settat.html","Rue Sale 38 Rue el Hamam Ancien Medina, Casablanca 20250 Morocco","2.5",11,NULL,NULL
458,"Hotel Windsor","https://www.tripadvisor.com/Hotel_Review-g293732-d5540002-Reviews-Hotel_Windsor-Casablanca_Casablanca_Settat.html","93 Place Oued Makhazine, Casablanca 20070 Morocco","2.5",7,NULL,NULL
459,"Hotel Excelsior","https://www.tripadvisor.com/Hotel_Review-g293732-d6368775-Reviews-Hotel_Excelsior-Casablanca_Casablanca_Settat.html","2 Rue Brahim El Amraoui (Ex Nolly), Casablanca 20000 Morocco","2",10,NULL,NULL
460,"Hotel de Nice","https://www.tripadvisor.com/Hotel_Review-g293732-d5540141-Reviews-Hotel_de_Nice-Casablanca_Casablanca_Settat.html","11 Rue Pierre Parent, Casablanca 20110 Morocco","2",4,NULL,NULL
461,"Riad Lala Fatna","https://www.tripadvisor.com/Hotel_Review-g293732-d13811843-Reviews-Riad_Lala_Fatna-Casablanca_Casablanca_Settat.html","36 Rue Hammam Ancienne Medina, Casablanca 20250 Morocco","1.5",3,NULL,NULL
462,"Le Littoral","https://www.tripadvisor.com/Hotel_Review-g293732-d1181488-Reviews-Le_Littoral-Casablanca_Casablanca_Settat.html","Boulevard De L'Ocean Atlantique, Casablanca 20000 Morocco","2.5",44,NULL,NULL
463,"Le Lagon Bleu","https://www.tripadvisor.com/Hotel_Review-g293732-d13390419-Reviews-Le_Lagon_Bleu-Casablanca_Casablanca_Settat.html","Rue Des Tamaris 25 km sud Casablanca Route National numero 1, Casablanca 20950 Morocco","2",5,NULL,NULL
464,"Hotel Miramar","https://www.tripadvisor.com/Hotel_Review-g293732-d5539269-Reviews-Hotel_Miramar-Casablanca_Casablanca_Settat.html","22 Rue Leon l'Africain, Casablanca 20000 Morocco","1.5",3,NULL,NULL
466,"Hotel Terminus","https://www.tripadvisor.com/Hotel_Review-g293732-d2018756-Reviews-Hotel_Terminus-Casablanca_Casablanca_Settat.html","184 Blvd. Ba H'mad, Casablanca Morocco","2",20,NULL,NULL
467,"Hotel Oued-Dahab","https://www.tripadvisor.com/Hotel_Review-g293732-d1572280-Reviews-Hotel_Oued_Dahab-Casablanca_Casablanca_Settat.html","17 Rue Mohamed Belloul, Casablanca Morocco","1.5",8,NULL,NULL
469,"Hotel Rio","https://www.tripadvisor.com/Hotel_Review-g293732-d12865015-Reviews-Hotel_Rio-Casablanca_Casablanca_Settat.html","Rue Ouled Ziane, Casablanca 20250 Morocco","1.5",3,NULL,NULL
470,"Casablanca Sweet Home - City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d5893797-Reviews-Casablanca_Sweet_Home_City_Center-Casablanca_Casablanca_Settat.html","30 Rue Du Commissaire Ladeuil, Casablanca 20000 Morocco","1.5",9,NULL,NULL
