"id","name","link","address","rating","reviews","price_min","price_max"
56,"Appartement Haut Standing","https://www.tripadvisor.com/Hotel_Review-g293736-d12967881-Reviews-Appartement_Haut_Standing-Rabat_Rabat_Sale_Kenitra.html","4 rue Abdelaziz Benchkroune Appartement 9 on the 3rd floor, Rabat 10050 Morocco","4.5",7,"40","46"
57,"Riad El Pacha","https://www.tripadvisor.com/Hotel_Review-g293736-d25560377-Reviews-Riad_El_Pacha-Rabat_Rabat_Sale_Kenitra.html","Avenue Laalou Rue Moulay Abdellah, Imp. Souissi N 6, Rabat 10000 Morocco","4.5",12,"74","90"
58,"Smarts Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d11812121-Reviews-Smarts_Hotel-Rabat_Rabat_Sale_Kenitra.html","Rabat 10000 Morocco","3.5",24,"84","95"
59,"Dar Rita","https://www.tripadvisor.com/Hotel_Review-g293736-d25112193-Reviews-Dar_Rita-Rabat_Rabat_Sale_Kenitra.html","22 Rue Lalla Oum Kenabech Rabat Medina, Rabat 10030 Morocco","3.5",2,"31","38"
60,"Riad El Bir","https://www.tripadvisor.com/Hotel_Review-g293736-d6418431-Reviews-Riad_El_Bir-Rabat_Rabat_Sale_Kenitra.html","18, Rue El Bir Rabat Medina (Legzah), Rabat 10000 Morocco","4.5",137,"60","72"
62,"Riad Jbara","https://www.tripadvisor.com/Hotel_Review-g293736-d14990870-Reviews-Riad_Jbara-Rabat_Rabat_Sale_Kenitra.html","Rue Bendraou, Rabat 10000 Morocco","3.5",20,"63","94"
63,"Hotel de Paris","https://www.tripadvisor.com/Hotel_Review-g293736-d12500877-Reviews-Hotel_de_Paris-Rabat_Rabat_Sale_Kenitra.html","Avenue Hassan II, Rabat 10020 Morocco","1.5",10,"32","35"
64,"Riad Najiba","https://www.tripadvisor.com/Hotel_Review-g293736-d17789665-Reviews-Riad_Najiba-Rabat_Rabat_Sale_Kenitra.html","7 Derb Cherkaoui, Rue Lalla Oumkanabech, Rabat Morocco","2.5",6,"30","37"
65,"Hotel Darna","https://www.tripadvisor.com/Hotel_Review-g293736-d4187181-Reviews-Hotel_Darna-Rabat_Rabat_Sale_Kenitra.html","24, Avenue laalou, Rabat 10000 Morocco","2.5",53,"53","55"
66,"Hôtel Sid El Aidi Médina","https://www.tripadvisor.com/Hotel_Review-g293736-d23673976-Reviews-Hotel_Sid_El_Aidi_Medina-Rabat_Rabat_Sale_Kenitra.html","8 Rue Sidi El Aidi, Rabat 10030 Morocco","1",1,"29","33"
71,"Royal Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d317376-Reviews-Royal_Rabat-Rabat_Rabat_Sale_Kenitra.html","1 Avenue Allal Ben Abdellah Hassan, Rabat 10000 Morocco","3",77,"85","92"
76,"Riad Dar El Ghali","https://www.tripadvisor.com/Hotel_Review-g293736-d12996399-Reviews-Riad_Dar_El_Ghali-Rabat_Rabat_Sale_Kenitra.html","Rue des Consuls, Medina, Rabat 10000 Morocco","4",39,"20","50"
82,"Suite Balima XI","https://www.tripadvisor.com/Hotel_Review-g293736-d21409613-Reviews-Suite_Balima_XI-Rabat_Rabat_Sale_Kenitra.html","3 Rue Tanta, Rabat 10000 Morocco","5",1,"65","84"
87,"Hotel Le Musée","https://www.tripadvisor.com/Hotel_Review-g293736-d12540897-Reviews-Hotel_Le_Musee-Rabat_Rabat_Sale_Kenitra.html","Rue Ben Ghazi, Residence Tarfaya, Rabat 10000 Morocco","4",31,"90","110"
88,"Riad Souika","https://www.tripadvisor.com/Hotel_Review-g293736-d6873923-Reviews-Riad_Souika-Rabat_Rabat_Sale_Kenitra.html","20 Impasse Zaouia Benania Souika, Rabat 10000 Morocco","4",41,"62","70"
89,"Riad Dar Dar","https://www.tripadvisor.com/Hotel_Review-g293736-d12284586-Reviews-Riad_Dar_Dar-Rabat_Rabat_Sale_Kenitra.html","13 Rue Sidi Kacem - Boukroune Ancienne Medina, Rabat 10000 Morocco","4.5",105,"85","107"
90,"Riad Dar Saidi","https://www.tripadvisor.com/Hotel_Review-g293736-d12390293-Reviews-Riad_Dar_Saidi-Rabat_Rabat_Sale_Kenitra.html","3 Rue Hammam Chorfa, Rabat 10030 Morocco","4.5",66,"71","115"
91,"Hotel Rihab","https://www.tripadvisor.com/Hotel_Review-g293736-d1751070-Reviews-Hotel_Rihab-Rabat_Rabat_Sale_Kenitra.html","45, Avenue Moulay Ismail, Hassan, Rabat 10000 Morocco","3.5",272,"86","117"
92,"Hotel Villa ARALIA 5 Etoiles","https://www.tripadvisor.com/Hotel_Review-g293736-d23381885-Reviews-Hotel_Villa_ARALIA_5_Etoiles-Rabat_Rabat_Sale_Kenitra.html","42,Avenue Nations Unies, Rabat 10000 Morocco","5",1,"128","174"
93,"Stayhere Rabat - Hay Riad - Sophisticated Residence","https://www.tripadvisor.com/Hotel_Review-g293736-d25562629-Reviews-Stayhere_Rabat_Hay_Riad_Sophisticated_Residence-Rabat_Rabat_Sale_Kenitra.html","Rue Dayet Belarbi N 4, Rabat 10170 Morocco","3",3,"122","173"
94,"Riad Dar Zen","https://www.tripadvisor.com/Hotel_Review-g293736-d4799479-Reviews-Riad_Dar_Zen-Rabat_Rabat_Sale_Kenitra.html","5 Rue Fredj, Rabat 10000 Morocco","4.5",120,"101","122"
95,"Riad Marhaba","https://www.tripadvisor.com/Hotel_Review-g293736-d1025663-Reviews-Riad_Marhaba-Rabat_Rabat_Sale_Kenitra.html","3 rue Essam or Açam, Rabat 10000 Morocco","4.5",106,"58","117"
96,"Flower Town Hotel & Spa","https://www.tripadvisor.com/Hotel_Review-g293736-d23287818-Reviews-Flower_Town_Hotel_Spa-Rabat_Rabat_Sale_Kenitra.html","20 Avenue Michlifen, Rabat 10090 Morocco","3.5",26,"112","149"
97,"Riad Dar Alia","https://www.tripadvisor.com/Hotel_Review-g293736-d1593229-Reviews-Riad_Dar_Alia-Rabat_Rabat_Sale_Kenitra.html","15 Rue El Hout Medina Rabat, Rabat 10030 Morocco","4",112,"80","88"
98,"Majliss Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d1091291-Reviews-Majliss_Hotel-Rabat_Rabat_Sale_Kenitra.html","6 Rue Zahla, Rabat 10030 Morocco","3.5",89,"106","125"
99,"Dar Chrifa Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d25343662-Reviews-Dar_Chrifa_Rabat-Rabat_Rabat_Sale_Kenitra.html","Rue Hamam El Alou Rue Brahim Tadili, Rabat 10000 Morocco","4.5",20,"156","202"
100,"Riad Lalla Zineb","https://www.tripadvisor.com/Hotel_Review-g293736-d27177245-Reviews-Riad_Lalla_Zineb-Rabat_Rabat_Sale_Kenitra.html","Rue el Kobba, Rabat Morocco","3.5",3,"90","115"
101,"Makass Appart Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d21508021-Reviews-Makass_Appart_Hotel-Rabat_Rabat_Sale_Kenitra.html","Rue Al Fostok Résidence Makass, Hay Riad, Rabat 10100 Morocco","4.5",6,"114","134"
102,"La Capitale","https://www.tripadvisor.com/Hotel_Review-g293736-d2634493-Reviews-La_Capitale-Rabat_Rabat_Sale_Kenitra.html","7 Bis Rue Soussa - Hassan, Rabat 10030 Morocco","3",33,"80","87"
103,"Dar Korsan","https://www.tripadvisor.com/Hotel_Review-g293736-d14046040-Reviews-Dar_Korsan-Rabat_Rabat_Sale_Kenitra.html","84 Rue Bazo Kasbah Des Oudayas, Rabat 10030 Morocco","4.5",13,"294","330"
104,"The View Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d12170201-Reviews-The_View_Rabat-Rabat_Rabat_Sale_Kenitra.html","Avenue Annakhil Hay Riad, Rabat 10000 Morocco","4.5",316,NULL,NULL
105,"Razoli Sidi Fateh","https://www.tripadvisor.com/Hotel_Review-g293736-d16843709-Reviews-Razoli_Sidi_Fateh-Rabat_Rabat_Sale_Kenitra.html","Bouqroune Rue Farrane Zitouna, Numero 3, Rabat Medina, Rabat Morocco","2",3,"37","45"
106,"Riad Louane","https://www.tripadvisor.com/Hotel_Review-g293736-d20379624-Reviews-Riad_Louane-Rabat_Rabat_Sale_Kenitra.html","14 Rue Zaouia Naciria, Rabat 10000 Morocco","4.5",3,"77","86"
107,"Riad Dar Aida","https://www.tripadvisor.com/Hotel_Review-g293736-d729580-Reviews-Riad_Dar_Aida-Rabat_Rabat_Sale_Kenitra.html","Fredj no 7, Rabat 10000 Morocco","4",160,"55","56"
108,"Dar Shaeir","https://www.tripadvisor.com/Hotel_Review-g293736-d26027207-Reviews-Dar_Shaeir-Rabat_Rabat_Sale_Kenitra.html","2 Rue Zebdi, Rabat 10000 Morocco","3",1,"84","110"
109,"Ibis Rabat Agdal","https://www.tripadvisor.com/Hotel_Review-g293736-d12283986-Reviews-Ibis_Rabat_Agdal-Rabat_Rabat_Sale_Kenitra.html","Avenue Haj Ahmed Charkaou Place de la Gare, Rabat 10130 Morocco","5",233,"82","92"
110,"Dar Bennis Medina","https://www.tripadvisor.com/Hotel_Review-g293736-d17696874-Reviews-Dar_Bennis_Medina-Rabat_Rabat_Sale_Kenitra.html","47 Avenue Mohamed V, Rabat 10000 Morocco","3",5,"31","34"
111,"Riad Senso","https://www.tripadvisor.com/Hotel_Review-g293736-d2431249-Reviews-Riad_Senso-Rabat_Rabat_Sale_Kenitra.html","Rue Jamaa Tililou Medina de Rabat, Rabat 1000 Morocco","4.5",132,NULL,NULL
112,"Helnan Chellah Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d776415-Reviews-Helnan_Chellah_Hotel-Rabat_Rabat_Sale_Kenitra.html","2 Rue D'infi Quartier Hassane, Rabat 10030 Morocco","2.5",304,"68","129"
113,"Dar Mounia","https://www.tripadvisor.com/Hotel_Review-g293736-d27180146-Reviews-Dar_Mounia-Rabat_Rabat_Sale_Kenitra.html","Route des Oudayas, Rabat 10000 Morocco","5",3,"66","83"
114,"Rabat Residence","https://www.tripadvisor.com/Hotel_Review-g293736-d25940730-Reviews-Rabat_Residence-Rabat_Rabat_Sale_Kenitra.html","Angle Rue Zenzibar Et Rue Athénes Résidence Oumnia Appartement N°26, 4 Ème Étage, Rabat 10000 Morocco","4",1,"55","75"
115,"Riad Dar Doura","https://www.tripadvisor.com/Hotel_Review-g293736-d27971516-Reviews-Riad_Dar_Doura-Rabat_Rabat_Sale_Kenitra.html","Rue Doura, Rabat 10030 Morocco","3",1,"41","49"
116,"Studios Taha","https://www.tripadvisor.com/Hotel_Review-g293736-d12146115-Reviews-Studios_Taha-Rabat_Rabat_Sale_Kenitra.html","Avenue Haj Hassan Akkari Rabat N 4, Rabat 10000 Morocco","4.5",4,"37","38"
117,"Hotel Texuda","https://www.tripadvisor.com/Hotel_Review-g293736-d1740724-Reviews-Hotel_Texuda-Rabat_Rabat_Sale_Kenitra.html","32 Av. El Moukawama Quartier L'ocean, Rabat 10030 Morocco","3",35,"73","78"
118,"Riad Jbara 2","https://www.tripadvisor.com/Hotel_Review-g293736-d27145164-Reviews-Riad_Jbara_2-Rabat_Rabat_Sale_Kenitra.html","2 Ferran El Zitouna, Rabat 10100 Morocco","2.5",2,"70","81"
119,"Dar Ars Una","https://www.tripadvisor.com/Hotel_Review-g293736-d12282249-Reviews-Dar_Ars_Una-Rabat_Rabat_Sale_Kenitra.html","16 Rue Essam, Rabat 10140 Morocco","4.5",11,NULL,NULL
120,"Riad Oudaya","https://www.tripadvisor.com/Hotel_Review-g293736-d530947-Reviews-Riad_Oudaya-Rabat_Rabat_Sale_Kenitra.html","46 Rue Sidi Fateh Medina, Rabat 10030 Morocco","4",45,NULL,NULL
121,"Impérial Boutique Hotel Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d24121458-Reviews-Imperial_Boutique_Hotel_Rabat-Rabat_Rabat_Sale_Kenitra.html","Angle Rue Al Mariniyine & Mekka, Hassan, Rabat 10000 Morocco","4",8,"63","85"
122,"Riad Lalzahra","https://www.tripadvisor.com/Hotel_Review-g293736-d27674442-Reviews-Riad_Lalzahra-Rabat_Rabat_Sale_Kenitra.html","11 Rue sakiat belmekki, Rabat 10030 Morocco","5",3,NULL,NULL
123,"Villa Aralia","https://www.tripadvisor.com/Hotel_Review-g293736-d20267135-Reviews-Villa_Aralia-Rabat_Rabat_Sale_Kenitra.html","42 Avenue Des Nations Unies, Rabat 10000 Morocco","4.5",7,"133","172"
124,"Riad Lal Zahra","https://www.tripadvisor.com/Hotel_Review-g293736-d27688125-Reviews-Riad_Lal_Zahra-Rabat_Rabat_Sale_Kenitra.html","Rue Sekiat Benmekki, Rabat 10030 Morocco","5",2,NULL,NULL
125,"Le Diwan Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d16788044-Reviews-Le_Diwan_Rabat-Rabat_Rabat_Sale_Kenitra.html","Place de l’Unite Africaine, Rabat Morocco","3.5",16,NULL,NULL
126,"Hotel Caleche D'Or","https://www.tripadvisor.com/Hotel_Review-g293736-d1734397-Reviews-Hotel_Caleche_D_Or-Rabat_Rabat_Sale_Kenitra.html","3 Avenue Moulay Youssef Place de la Gare, Rabat 10030 Morocco","3.5",13,NULL,NULL
127,"Riad El Idrissi","https://www.tripadvisor.com/Hotel_Review-g293736-d17612143-Reviews-Riad_El_Idrissi-Rabat_Rabat_Sale_Kenitra.html","7 Rue Zirara Kasbah Des Oudayas, Rabat 10030 Morocco","4",6,NULL,NULL
129,"Euphoriad","https://www.tripadvisor.com/Hotel_Review-g293736-d9977513-Reviews-Euphoriad-Rabat_Rabat_Sale_Kenitra.html","7-9 Impasse Caid Bargach Ancienne medina, Rabat 10030 Morocco","4.5",174,"139","170"
135,"ONOMO Hotel Rabat Medina","https://www.tripadvisor.com/Hotel_Review-g293736-d4893803-Reviews-ONOMO_Hotel_Rabat_Medina-Rabat_Rabat_Sale_Kenitra.html","2, Rue Ghandi / Quartier Hassan, Rabat 10000 Morocco","4",218,"73","96"
137,"Malak Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d4156044-Reviews-Malak_Hotel-Rabat_Rabat_Sale_Kenitra.html","23 Rue Chellah, Place Melilia, Rabat 10000 Morocco","4",95,"77","89"
139,"Hotel Lutece","https://www.tripadvisor.com/Hotel_Review-g293736-d1192677-Reviews-Hotel_Lutece-Rabat_Rabat_Sale_Kenitra.html","29 Avenue Resistance, Rabat 10000 Morocco","3.5",106,"48","60"
143,"Gardenia Boutique Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d21369609-Reviews-Gardenia_Boutique_Hotel-Rabat_Rabat_Sale_Kenitra.html","23 Avenue Atlas, Rabat 10080 Morocco","4.5",10,"91","119"
149,"The White Palace Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d24161269-Reviews-The_White_Palace_Rabat-Rabat_Rabat_Sale_Kenitra.html","Angle Rue Bani Ourraine Rue bani Ourraine, Rabat 10000 Morocco","4",11,"180","203"
150,"Hotel Velleda","https://www.tripadvisor.com/Hotel_Review-g293736-d1529133-Reviews-Hotel_Velleda-Rabat_Rabat_Sale_Kenitra.html","106 Avenue Allal Ben Abdellah, Rabat 10000 Morocco","3.5",31,"49","53"
157,"Hotel Gaulois","https://www.tripadvisor.com/Hotel_Review-g293736-d2310445-Reviews-Hotel_Gaulois-Rabat_Rabat_Sale_Kenitra.html","1, Angle du Bvd Mohammed V et Rue Hims., Rabat 10000 Morocco","3",28,NULL,NULL
158,"Hotel Splendid","https://www.tripadvisor.com/Hotel_Review-g293736-d617294-Reviews-Hotel_Splendid-Rabat_Rabat_Sale_Kenitra.html","8 Rue Ghazza, Rabat 10030 Morocco","3.5",80,NULL,NULL
159,"Riad Foutour & Sarir","https://www.tripadvisor.com/Hotel_Review-g293736-d5544699-Reviews-Riad_Foutour_Sarir-Rabat_Rabat_Sale_Kenitra.html","181 hay Nacer Ain el Aouda, Rabat 12100 Morocco","4.5",8,NULL,NULL
160,"Qodwa Palace Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d26875915-Reviews-Qodwa_Palace_Rabat-Rabat_Rabat_Sale_Kenitra.html","Rabat 101508 Morocco","5",1,NULL,NULL
161,"Riad El Alaoui","https://www.tripadvisor.com/Hotel_Review-g293736-d19983569-Reviews-Riad_El_Alaoui-Rabat_Rabat_Sale_Kenitra.html","No 5 Rue Slitane, Rue Souika, Rabat 10030 Morocco","5",1,NULL,NULL
162,"Hostfamily Essaghir","https://www.tripadvisor.com/Hotel_Review-g293736-d13313763-Reviews-Hostfamily_Essaghir-Rabat_Rabat_Sale_Kenitra.html","Avenue Al Kebibat Angle Avenue kebibat Et Rue Alhind. Residence kebibate 2 App 1 etage 1, Rabat 10000 Morocco","5",2,NULL,NULL
163,"Hotel Dohrmi","https://www.tripadvisor.com/Hotel_Review-g293736-d1226667-Reviews-Hotel_Dohrmi-Rabat_Rabat_Sale_Kenitra.html","313 Boulevard Mohamed V, Rabat 10000 Morocco","3.5",18,NULL,NULL
164,"Hotel d'Alsace","https://www.tripadvisor.com/Hotel_Review-g293736-d303080-Reviews-Hotel_d_Alsace-Rabat_Rabat_Sale_Kenitra.html","Boulevard Hassan II, Rabat 10030 Morocco","4.5",3,NULL,NULL
165,"Atlas Résidence By Rent-inn","https://www.tripadvisor.com/Hotel_Review-g293736-d25588856-Reviews-Atlas_Residence_By_Rent_inn-Rabat_Rabat_Sale_Kenitra.html","78 Rue Oued Sebou, Rabat 10800 Morocco","3.5",3,"76","96"
166,"Terrasses d'Argan","https://www.tripadvisor.com/Hotel_Review-g293736-d6378672-Reviews-Terrasses_d_Argan-Rabat_Rabat_Sale_Kenitra.html","5 rue Doukkali Medina, Rabat 10040 Morocco","4.5",3,NULL,NULL
168,"Imperial Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d24047003-Reviews-Imperial_Hotel-Rabat_Rabat_Sale_Kenitra.html","Angle Rue Al Mariniyine &, Rue Mekka, Rabat 10000 Morocco","3.5",6,NULL,NULL
169,"Riad Salomé","https://www.tripadvisor.com/Hotel_Review-g293736-d4131374-Reviews-Riad_Salome-Rabat_Rabat_Sale_Kenitra.html","4bis, Impasse Haj Ahmed Bacha Sidi Fatah, Rabat 10003 Morocco","4.5",3,NULL,NULL
170,"Driftwood","https://www.tripadvisor.com/Hotel_Review-g293736-d1475296-Reviews-Driftwood-Rabat_Rabat_Sale_Kenitra.html","Fronte de Mar Moulay Bousselham, Rabat 14302 Morocco","4.5",3,NULL,NULL
171,"Riad Kasbah","https://www.tripadvisor.com/Hotel_Review-g293736-d1051107-Reviews-Riad_Kasbah-Rabat_Rabat_Sale_Kenitra.html","49 rue Zirara Kasbah des Oudaïas, Rabat 10000 Morocco","4",7,NULL,NULL
172,"Kayezer","https://www.tripadvisor.com/Hotel_Review-g293736-d27176071-Reviews-Kayezer-Rabat_Rabat_Sale_Kenitra.html","Impasse Slitane, Rabat 10030 Morocco","4",1,"16","32"
173,"Studio Medina","https://www.tripadvisor.com/Hotel_Review-g293736-d17624712-Reviews-Studio_Medina-Rabat_Rabat_Sale_Kenitra.html","Av. Laalou, Rabat Morocco","4",2,NULL,NULL
174,"Auberge De Jeunesse","https://www.tripadvisor.com/Hotel_Review-g293736-d17677614-Reviews-Auberge_De_Jeunesse-Rabat_Rabat_Sale_Kenitra.html","Rue Marassa 43, Rue Marassa Rabat, Rabat 10000 Morocco","3.5",5,"14","14"
175,"Petit Riad","https://www.tripadvisor.com/Hotel_Review-g293736-d12642870-Reviews-Petit_Riad-Rabat_Rabat_Sale_Kenitra.html","Avenue Abderrahim Bouabid Hay Riad, Rabat 10010 Morocco","5",1,NULL,NULL
177,"Home In The World","https://www.tripadvisor.com/Hotel_Review-g293736-d9774200-Reviews-Home_In_The_World-Rabat_Rabat_Sale_Kenitra.html","62 Rue Abdelmalek Ben Marouane, Rabat 10000 Morocco","4",1,NULL,NULL
179,"Dar Eljouhari","https://www.tripadvisor.com/Hotel_Review-g293736-d15566708-Reviews-Dar_Eljouhari-Rabat_Rabat_Sale_Kenitra.html","22 Rue Lalla Oum Kenabech, Rabat 10000 Morocco","3.5",4,NULL,NULL
180,"Dar Al Irfan Agdal Centre","https://www.tripadvisor.com/Hotel_Review-g293736-d14098964-Reviews-Dar_Al_Irfan_Agdal_Centre-Rabat_Rabat_Sale_Kenitra.html","Avenue Al Abtal A Cote Credit Agricole, Rabat 10000 Morocco","3",2,NULL,NULL
182,"Hotel Du Marche","https://www.tripadvisor.com/Hotel_Review-g293736-d8771492-Reviews-Hotel_Du_Marche-Rabat_Rabat_Sale_Kenitra.html","8 Rue Semmarine, Rabat 10030 Morocco","3",1,NULL,NULL
183,"Stayhere Rabat - Agdal 3 - Prestige Residence","https://www.tripadvisor.com/Hotel_Review-g293736-d27163702-Reviews-Stayhere_Rabat_Agdal_3_Prestige_Residence-Rabat_Rabat_Sale_Kenitra.html","3 Rue Oued F, Rabat Morocco","3",1,"66","102"
185,"Hotel al-Maghrib al-Jadid","https://www.tripadvisor.com/Hotel_Review-g293736-d2086239-Reviews-Hotel_al_Maghrib_al_Jadid-Rabat_Rabat_Sale_Kenitra.html","2 Rue Sabbahi Medina, Rabat 10030 Morocco","2.5",6,NULL,NULL
186,"Hotel Majestic","https://www.tripadvisor.com/Hotel_Review-g293736-d911883-Reviews-Hotel_Majestic-Rabat_Rabat_Sale_Kenitra.html","121 Av. Hassan II, Rabat 10030 Morocco","3",47,NULL,NULL
187,"Hotel Central","https://www.tripadvisor.com/Hotel_Review-g293736-d1574730-Reviews-Hotel_Central-Rabat_Rabat_Sale_Kenitra.html","2 Rue Al-Basra, Rabat 10030 Morocco","3",42,NULL,NULL
188,"Hotel Berlin","https://www.tripadvisor.com/Hotel_Review-g293736-d2602074-Reviews-Hotel_Berlin-Rabat_Rabat_Sale_Kenitra.html","261 Boulevard Mohamed V, Rabat 10000 Morocco","3",22,NULL,NULL
189,"Mihad Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d3594896-Reviews-Mihad_Hotel-Rabat_Rabat_Sale_Kenitra.html","7, Avenue Atlas, Agdal, Rabat 10000 Morocco","3",33,NULL,NULL
190,"Hotel Firdaous","https://www.tripadvisor.com/Hotel_Review-g293736-d2700627-Reviews-Hotel_Firdaous-Rabat_Rabat_Sale_Kenitra.html","Plage des Nations Bouknadel, Rabat 10030 Morocco","2.5",3,NULL,NULL
191,"EVA House","https://www.tripadvisor.com/Hotel_Review-g293736-d13398769-Reviews-EVA_House-Rabat_Rabat_Sale_Kenitra.html","Rue Loubnane 10 bis Appartement 13, Rabat 14000 Morocco","1",1,NULL,NULL
193,"Dar Ahlam","https://www.tripadvisor.com/Hotel_Review-g293736-d17804047-Reviews-Dar_Ahlam-Rabat_Rabat_Sale_Kenitra.html","17 Impasse Sidi Youssef Avenue Mohammed V, Rabat 10010 Morocco","1.5",2,NULL,NULL
194,"Hotel de la Paix","https://www.tripadvisor.com/Hotel_Review-g293736-d1933508-Reviews-Hotel_de_la_Paix-Rabat_Rabat_Sale_Kenitra.html","2 Rue Ghazzah, Rabat 10030 Morocco","2",13,NULL,NULL
195,"Hotel Capitol","https://www.tripadvisor.com/Hotel_Review-g293736-d1988537-Reviews-Hotel_Capitol-Rabat_Rabat_Sale_Kenitra.html","34 Avenue Allal Ben Abdellah En Plein Centre, Rabat 10000 Morocco","2.5",17,NULL,NULL
196,"Hotel Du Centre","https://www.tripadvisor.com/Hotel_Review-g293736-d12990018-Reviews-Hotel_Du_Centre-Rabat_Rabat_Sale_Kenitra.html","Rue Nouayel, Rabat 10000 Morocco","1",2,NULL,NULL
197,"Hotel Dakar","https://www.tripadvisor.com/Hotel_Review-g293736-d7332843-Reviews-Hotel_Dakar-Rabat_Rabat_Sale_Kenitra.html","26, rue de Dakar, av Al Maghreb Al Arabi, Rabat 10040 Morocco","2",7,NULL,NULL
198,"Yasmine Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d3511030-Reviews-Yasmine_Hotel-Rabat_Rabat_Sale_Kenitra.html","Zankat Mariniyines et Makka, Rabat 10030 Morocco","2",34,"65","83"
199,"Mon Foyer","https://www.tripadvisor.com/Hotel_Review-g293736-d13942023-Reviews-Mon_Foyer-Rabat_Rabat_Sale_Kenitra.html","Avenue Mohammed V, Rabat 10000 Morocco","1.5",4,NULL,NULL
200,"Hotel Bouregreg","https://www.tripadvisor.com/Hotel_Review-g293736-d633705-Reviews-Hotel_Bouregreg-Rabat_Rabat_Sale_Kenitra.html","Angle Av. Hassan II Et Rue Nador, Rabat 10000 Morocco","2.5",187,"61","71"
201,"Hotel Oumlil","https://www.tripadvisor.com/Hotel_Review-g293736-d557475-Reviews-Hotel_Oumlil-Rabat_Rabat_Sale_Kenitra.html","31 Avenue Fes Agdal, Rabat 10010 Morocco","2",121,NULL,NULL
202,"Oscar Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d3345942-Reviews-Oscar_Hotel-Rabat_Rabat_Sale_Kenitra.html","429 , Avenue Hassan 2, Rabat 10000 Morocco","2",68,NULL,NULL
203,"Dar Wafae","https://www.tripadvisor.com/Hotel_Review-g293736-d26727611-Reviews-Dar_Wafae-Rabat_Rabat_Sale_Kenitra.html","Rue Biyara, Rabat 10000 Morocco","0",0,"30","42"
204,"Hotel Meuble Parisien","https://www.tripadvisor.com/Hotel_Review-g293736-d27179542-Reviews-Hotel_Meuble_Parisien-Rabat_Rabat_Sale_Kenitra.html","Rue Tobrouk Av. Moulay Hassan, Rabat 10000 Morocco","0",0,"36","40"
205,"Dar Bennis 2","https://www.tripadvisor.com/Hotel_Review-g293736-d20372343-Reviews-Dar_Bennis_2-Rabat_Rabat_Sale_Kenitra.html","Av Mohmed 5 29 Rue Sidi Bourzouk, Rabat 10000 Morocco","0",0,"30","30"
206,"Balima Minaret Suites","https://www.tripadvisor.com/Hotel_Review-g293736-d23712178-Reviews-Balima_Minaret_Suites-Rabat_Rabat_Sale_Kenitra.html","Angle Rue Amman Et Yougoslavie Immeuble Minaret, Rabat 10000 Morocco","0",0,"90","134"
207,"Dar Ibrahim","https://www.tripadvisor.com/Hotel_Review-g293736-d27170704-Reviews-Dar_Ibrahim-Rabat_Rabat_Sale_Kenitra.html","17, Imp. Sidi Youssef Legza, Rabat 10000 Morocco","0",0,"28","32"
208,"Eden Room SCH","https://www.tripadvisor.com/Hotel_Review-g293736-d28588639-Reviews-Eden_Room_SCH-Rabat_Rabat_Sale_Kenitra.html","Rue Abdelaziz Boutaleb, Rabat 10000 Morocco","0",0,"40","41"
209,"Maison El Mehdi","https://www.tripadvisor.com/Hotel_Review-g293736-d23409718-Reviews-Maison_El_Mehdi-Rabat_Rabat_Sale_Kenitra.html","27 Rue Lalla Hannou, Rabat 10030 Morocco","0",0,"23","31"
210,"Casa Plata Studios","https://www.tripadvisor.com/Hotel_Review-g293736-d9464122-Reviews-Casa_Plata_Studios-Rabat_Rabat_Sale_Kenitra.html","Avenue de France, Rabat 10000 Morocco","0",0,NULL,NULL
211,"EL Retiro Hotel","https://www.tripadvisor.com/Hotel_Review-g293736-d23641619-Reviews-EL_Retiro_Hotel-Rabat_Rabat_Sale_Kenitra.html","Av. Yacoub Al Mansour Quartier Administratif, Rabat Morocco","0",0,NULL,NULL
212,"Villa Moongarden","https://www.tripadvisor.com/Hotel_Review-g293736-d25246794-Reviews-Villa_Moongarden-Rabat_Rabat_Sale_Kenitra.html","110 Allee Des Palmiers Daressalam Orangerais Du So, Rabat 111000 Morocco","0",0,NULL,NULL
213,"Railstation Rooms","https://www.tripadvisor.com/Hotel_Review-g293736-d13984158-Reviews-Railstation_Rooms-Rabat_Rabat_Sale_Kenitra.html","Avenue Mohammed V 287, Rabat 10000 Morocco","0",0,NULL,NULL
