"id","name","link","menu_link","rating","reviews","price"
264,"La Villa Romana","https://www.tripadvisor.com/Restaurant_Review-g293736-d779987-Reviews-La_Villa_Romana-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",13,NULL
265,"Le Nautilus Café BD ludothèque","https://www.tripadvisor.com/Restaurant_Review-g293736-d27184422-Reviews-Le_Nautilus_Cafe_BD_ludotheque-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
266,"Cactus Café-Resto","https://www.tripadvisor.com/Restaurant_Review-g293736-d25335672-Reviews-Cactus_Cafe_Resto-Rabat_Rabat_Sale_Kenitra.html","https://www.cactusrestaurants.com/","5",1,NULL
267,"McDonald's","https://www.tripadvisor.com/Restaurant_Review-g293736-d12930242-Reviews-McDonald_s-Rabat_Rabat_Sale_Kenitra.html","https://www.mcdonalds.ma/les-produits-mcdo#nos-menus","3.5",6,"$"
268,"Boca Grande","https://www.tripadvisor.com/Restaurant_Review-g293736-d13325911-Reviews-Boca_Grande-Rabat_Rabat_Sale_Kenitra.html",NULL,"1.5",28,"$$ - $$$"
269,"Janeiro Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d27731534-Reviews-Janeiro_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
270,"Paparotti","https://www.tripadvisor.com/Restaurant_Review-g293736-d9785346-Reviews-Paparotti-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",10,"$"
271,"La Bonne Table","https://www.tripadvisor.com/Restaurant_Review-g293736-d8026218-Reviews-La_Bonne_Table-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",10,"$$$$"
272,"Sweetopia ","https://www.tripadvisor.com/Restaurant_Review-g293736-d25326890-Reviews-Sweetopia-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
273,"Restaurant Pizzeria Grill Reggio","https://www.tripadvisor.com/Restaurant_Review-g293736-d8814484-Reviews-Restaurant_Pizzeria_Grill_Reggio-Rabat_Rabat_Sale_Kenitra.html","https://drive.google.com/file/d/1hf6CfNirVg9KzBhoGmAn90ms8kroWoRB/view?usp=sharing","3",13,"$$ - $$$"
274,"Barco Blanco","https://www.tripadvisor.com/Restaurant_Review-g293736-d17665304-Reviews-Barco_Blanco-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",25,"$$ - $$$"
275,"Pâtisserie aux merveilles de la médina","https://www.tripadvisor.com/Restaurant_Review-g293736-d10778867-Reviews-Patisserie_aux_merveilles_de_la_medina-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,NULL
276,"Café Restaurant Théâtre","https://www.tripadvisor.com/Restaurant_Review-g293736-d13120890-Reviews-Cafe_Restaurant_Theatre-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$"
277,"Restaurant la Galerie","https://www.tripadvisor.com/Restaurant_Review-g293736-d7303667-Reviews-Restaurant_la_Galerie-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",8,"$$ - $$$"
278,"Mitsuki Gare de Rabat-Agdal","https://www.tripadvisor.com/Restaurant_Review-g293736-d19468319-Reviews-Mitsuki_Gare_de_Rabat_Agdal-Rabat_Rabat_Sale_Kenitra.html","https://fr.calameo.com/read/0039912130bb98897b7ce","2",5,"$$ - $$$"
279,"Plato Loco","https://www.tripadvisor.com/Restaurant_Review-g293736-d18454879-Reviews-Plato_Loco-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",4,NULL
280,"Fine Yemma","https://www.tripadvisor.com/Restaurant_Review-g293736-d25423587-Reviews-Fine_Yemma-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
281,"L'R du Gout","https://www.tripadvisor.com/Restaurant_Review-g293736-d6104888-Reviews-L_R_du_Gout-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
282,"Lalola Restaurant, Lounge & Bar a Tapas","https://www.tripadvisor.com/Restaurant_Review-g293736-d5971452-Reviews-Lalola_Restaurant_Lounge_Bar_a_Tapas-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",4,NULL
283,"Funky Chen","https://www.tripadvisor.com/Restaurant_Review-g293736-d23630753-Reviews-Funky_Chen-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",3,NULL
284,"EL Gaucho resto","https://www.tripadvisor.com/Restaurant_Review-g293736-d12350464-Reviews-EL_Gaucho_resto-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
285,"Abtal Délice","https://www.tripadvisor.com/Restaurant_Review-g293736-d12942175-Reviews-Abtal_Delice-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",6,NULL
286,"Taco Bueno","https://www.tripadvisor.com/Restaurant_Review-g293736-d11779283-Reviews-Taco_Bueno-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",1,NULL
287,"Addik","https://www.tripadvisor.com/Restaurant_Review-g293736-d10962037-Reviews-Addik-Rabat_Rabat_Sale_Kenitra.html","http://addik.ma/index.php/menu/","3.5",10,"$"
288,"Bleu River Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d26684768-Reviews-Bleu_River_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",2,"$$ - $$$"
289,"Restaurant Cafe Bab Laalou","https://www.tripadvisor.com/Restaurant_Review-g293736-d27993024-Reviews-Restaurant_Cafe_Bab_Laalou-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",2,NULL
290,"La Petite Duchesse","https://www.tripadvisor.com/Restaurant_Review-g293736-d12919379-Reviews-La_Petite_Duchesse-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",2,NULL
291,"Restaurant Babel R","https://www.tripadvisor.com/Restaurant_Review-g293736-d16870381-Reviews-Restaurant_Babel_R-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,NULL
292,"INWA Tacos & Pizza","https://www.tripadvisor.com/Restaurant_Review-g293736-d13168039-Reviews-INWA_Tacos_Pizza-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",6,NULL
293,"Sandway","https://www.tripadvisor.com/Restaurant_Review-g293736-d12800122-Reviews-Sandway-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",2,NULL
294,"Satine","https://www.tripadvisor.com/Restaurant_Review-g293736-d19917337-Reviews-Satine-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",4,NULL
295,"Cafe Shazine","https://www.tripadvisor.com/Restaurant_Review-g293736-d15725039-Reviews-Cafe_Shazine-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",3,"$"
296,"L'endroit","https://www.tripadvisor.com/Restaurant_Review-g293736-d23404861-Reviews-L_endroit-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",14,"$$ - $$$"
297,"La Pause Gourmande","https://www.tripadvisor.com/Restaurant_Review-g293736-d6698432-Reviews-La_Pause_Gourmande-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",14,"$$ - $$$"
298,"IL 288 Rabat - Mediterranean Food & Garden","https://www.tripadvisor.com/Restaurant_Review-g293736-d20141214-Reviews-IL_288_Rabat_Mediterranean_Food_Garden-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",9,"$$ - $$$"
299,"Le dix-sept","https://www.tripadvisor.com/Restaurant_Review-g293736-d11783615-Reviews-Le_dix_sept-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",6,"$$ - $$$"
300,"Restaurant Iceberg snacking","https://www.tripadvisor.com/Restaurant_Review-g293736-d8341683-Reviews-Restaurant_Iceberg_snacking-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",10,"$$ - $$$"
301,"Vegvegan","https://www.tripadvisor.com/Restaurant_Review-g293736-d25273851-Reviews-Vegvegan-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$$$$"
302,"Maroc Resto","https://www.tripadvisor.com/Restaurant_Review-g293736-d10286973-Reviews-Maroc_Resto-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
303,"Apricot","https://www.tripadvisor.com/Restaurant_Review-g293736-d27475324-Reviews-Apricot-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",3,NULL
304,"Couvert D'or","https://www.tripadvisor.com/Restaurant_Review-g293736-d12272273-Reviews-Couvert_D_or-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",2,"$"
305,"Vittoria","https://www.tripadvisor.com/Restaurant_Review-g293736-d6405287-Reviews-Vittoria-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",3,NULL
306,"Italia","https://www.tripadvisor.com/Restaurant_Review-g293736-d10320751-Reviews-Italia-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",6,"$"
307,"Restaurant Timar","https://www.tripadvisor.com/Restaurant_Review-g293736-d23938044-Reviews-Restaurant_Timar-Rabat_Rabat_Sale_Kenitra.html","https://www.facebook.com/restaurant.TIMAR/menu/","0",0,"$$$$"
308,"Villarrica Grill","https://www.tripadvisor.com/Restaurant_Review-g293736-d24923054-Reviews-Villarrica_Grill-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
309,"Poulhe Cafe Pâtisserie","https://www.tripadvisor.com/Restaurant_Review-g293736-d19847198-Reviews-Poulhe_Cafe_Patisserie-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",3,"$"
310,"Tacos de Paris","https://www.tripadvisor.com/Restaurant_Review-g293736-d14997658-Reviews-Tacos_de_Paris-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",3,"$"
311,"Agha Acham","https://www.tripadvisor.com/Restaurant_Review-g293736-d27829153-Reviews-Agha_Acham-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
312,"Les Voyageurs","https://www.tripadvisor.com/Restaurant_Review-g293736-d25562411-Reviews-Les_Voyageurs-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",1,NULL
313,"Felicita","https://www.tripadvisor.com/Restaurant_Review-g293736-d24154558-Reviews-Felicita-Rabat_Rabat_Sale_Kenitra.html",NULL,"1",1,NULL
314,"Capital Grill","https://www.tripadvisor.com/Restaurant_Review-g293736-d17614546-Reviews-Capital_Grill-Rabat_Rabat_Sale_Kenitra.html","http://www.capitalgrill.ma#food-menu","5",2,NULL
315,"Traiteur Berrada","https://www.tripadvisor.com/Restaurant_Review-g293736-d12159076-Reviews-Traiteur_Berrada-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",6,NULL
316,"Buffet Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d26145840-Reviews-Buffet_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",2,NULL
317,"Natulys","https://www.tripadvisor.com/Restaurant_Review-g293736-d10599568-Reviews-Natulys-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",4,"$$ - $$$"
318,"Alfredo house","https://www.tripadvisor.com/Restaurant_Review-g293736-d23459298-Reviews-Alfredo_house-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",2,NULL
319,"Cyrnoss","https://www.tripadvisor.com/Restaurant_Review-g293736-d13942459-Reviews-Cyrnoss-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,NULL
320,"Food Roja & Negra","https://www.tripadvisor.com/Restaurant_Review-g293736-d10035247-Reviews-Food_Roja_Negra-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",2,"$"
321,"Pine house","https://www.tripadvisor.com/Restaurant_Review-g293736-d15379892-Reviews-Pine_house-Rabat_Rabat_Sale_Kenitra.html","https://www.facebook.com/pinehouseresto/menu/","3",3,"$$ - $$$"
322,"Blend Gourmet Burger Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d15087374-Reviews-Blend_Gourmet_Burger_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",25,"$$ - $$$"
323,"Burger King - Arribat Center","https://www.tripadvisor.com/Restaurant_Review-g293736-d21295378-Reviews-Burger_King_Arribat_Center-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$"
324,"Le Rivage Palace","https://www.tripadvisor.com/Restaurant_Review-g293736-d28190248-Reviews-Le_Rivage_Palace-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
325,"Paul","https://www.tripadvisor.com/Restaurant_Review-g293736-d12945154-Reviews-Paul-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",15,NULL
326,"Restaurant 21","https://www.tripadvisor.com/Restaurant_Review-g293736-d12131135-Reviews-Restaurant_21-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",5,NULL
327,"L'Avant Goût","https://www.tripadvisor.com/Restaurant_Review-g293736-d7113268-Reviews-L_Avant_Gout-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",36,"$"
328,"Le Puzzle","https://www.tripadvisor.com/Restaurant_Review-g293736-d8726921-Reviews-Le_Puzzle-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",3,"$$ - $$$"
329,"Restaurant Grillade Adil","https://www.tripadvisor.com/Restaurant_Review-g293736-d4285318-Reviews-Restaurant_Grillade_Adil-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",31,"$"
330,"Paros","https://www.tripadvisor.com/Restaurant_Review-g293736-d26819762-Reviews-Paros-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",1,NULL
331,"Karavan Turkish Cafe","https://www.tripadvisor.com/Restaurant_Review-g293736-d8329296-Reviews-Karavan_Turkish_Cafe-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
332,"La Grilladière","https://www.tripadvisor.com/Restaurant_Review-g293736-d13351286-Reviews-La_Grilladiere-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",4,NULL
333,"Trio d'Or Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d26433718-Reviews-Trio_d_Or_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"1.5",2,NULL
334,"Ci Gusta","https://www.tripadvisor.com/Restaurant_Review-g293736-d10962162-Reviews-Ci_Gusta-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",10,"$"
335,"Snack Pesca del Mar","https://www.tripadvisor.com/Restaurant_Review-g293736-d11672754-Reviews-Snack_Pesca_del_Mar-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",2,NULL
336,"Le Bec D'argent","https://www.tripadvisor.com/Restaurant_Review-g293736-d12988794-Reviews-Le_Bec_D_argent-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",2,"$$ - $$$"
337,"Finzi Menti","https://www.tripadvisor.com/Restaurant_Review-g293736-d3483463-Reviews-Finzi_Menti-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",36,"$$ - $$$"
338,"Le Sensya","https://www.tripadvisor.com/Restaurant_Review-g293736-d19393430-Reviews-Le_Sensya-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",2,NULL
339,"M Chef Maroc","https://www.tripadvisor.com/Restaurant_Review-g293736-d17440748-Reviews-M_Chef_Maroc-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$"
340,"Good Way Snack Restaurant Café","https://www.tripadvisor.com/Restaurant_Review-g293736-d27784141-Reviews-Good_Way_Snack_Restaurant_Cafe-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
341,"Hma Palace","https://www.tripadvisor.com/Restaurant_Review-g293736-d24166260-Reviews-Hma_Palace-Rabat_Rabat_Sale_Kenitra.html","https://www.facebook.com/hmapalacerabat/menu","3",2,NULL
342,"Amorino","https://www.tripadvisor.com/Restaurant_Review-g293736-d14938606-Reviews-Amorino-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",13,"$$ - $$$"
343,"La Creperia","https://www.tripadvisor.com/Restaurant_Review-g293736-d27977837-Reviews-La_Creperia-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
344,"Chez Maxi","https://www.tripadvisor.com/Restaurant_Review-g293736-d6475489-Reviews-Chez_Maxi-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",7,"$$ - $$$"
345,"VOGUE RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g293736-d6665506-Reviews-VOGUE_RESTAURANT-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",5,NULL
346,"Snack Boukana","https://www.tripadvisor.com/Restaurant_Review-g293736-d23933972-Reviews-Snack_Boukana-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
347,"Le Maitre du Liban","https://www.tripadvisor.com/Restaurant_Review-g293736-d17724858-Reviews-Le_Maitre_du_Liban-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",6,"$$ - $$$"
348,"MySushi","https://www.tripadvisor.com/Restaurant_Review-g293736-d14800734-Reviews-MySushi-Rabat_Rabat_Sale_Kenitra.html","https://mysushi.ma/#menu","3",9,"$$ - $$$"
349,"le Tarboosh","https://www.tripadvisor.com/Restaurant_Review-g293736-d4403623-Reviews-Le_Tarboosh-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
350,"Panda","https://www.tripadvisor.com/Restaurant_Review-g293736-d25316593-Reviews-Panda-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
351,"Pizza Hut - Agdal","https://www.tripadvisor.com/Restaurant_Review-g293736-d7656132-Reviews-Pizza_Hut_Agdal-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",23,"$"
352,"Connect Cafe","https://www.tripadvisor.com/Restaurant_Review-g293736-d13565653-Reviews-Connect_Cafe-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",4,"$"
353,"L'artisserie","https://www.tripadvisor.com/Restaurant_Review-g293736-d27979131-Reviews-L_artisserie-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",1,NULL
354,"Yalanji","https://www.tripadvisor.com/Restaurant_Review-g293736-d23567808-Reviews-Yalanji-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",1,NULL
355,"Café Restaurant Les Artistes","https://www.tripadvisor.com/Restaurant_Review-g293736-d16813780-Reviews-Cafe_Restaurant_Les_Artistes-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
356,"Kuma","https://www.tripadvisor.com/Restaurant_Review-g293736-d27127917-Reviews-Kuma-Rabat_Rabat_Sale_Kenitra.html",NULL,"1",1,NULL
357,"Tacos de Mexico","https://www.tripadvisor.com/Restaurant_Review-g293736-d13076158-Reviews-Tacos_de_Mexico-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",4,"$"
358,"Rond Point","https://www.tripadvisor.com/Restaurant_Review-g293736-d7623681-Reviews-Rond_Point-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",4,NULL
359,"Cafe Barbera","https://www.tripadvisor.com/Restaurant_Review-g293736-d18964732-Reviews-Cafe_Barbera-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",9,"$"
360,"Olivieri","https://www.tripadvisor.com/Restaurant_Review-g293736-d13076185-Reviews-Olivieri-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",10,"$$ - $$$"
361,"Mawaid Chabab","https://www.tripadvisor.com/Restaurant_Review-g293736-d18843461-Reviews-Mawaid_Chabab-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",1,NULL
362,"Gossip Art Cafe","https://www.tripadvisor.com/Restaurant_Review-g293736-d4068465-Reviews-Gossip_Art_Cafe-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",10,NULL
363,"Val Iris","https://www.tripadvisor.com/Restaurant_Review-g293736-d20912635-Reviews-Val_Iris-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
364,"Pizza Giovale","https://www.tripadvisor.com/Restaurant_Review-g293736-d23636567-Reviews-Pizza_Giovale-Rabat_Rabat_Sale_Kenitra.html","https://pizza-giovale.business.site/#menu","2.5",4,NULL
365,"La Italiana","https://www.tripadvisor.com/Restaurant_Review-g293736-d1604901-Reviews-La_Italiana-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",17,"$$ - $$$"
366,"Mondolini","https://www.tripadvisor.com/Restaurant_Review-g293736-d13350879-Reviews-Mondolini-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",2,NULL
367,"Classico","https://www.tripadvisor.com/Restaurant_Review-g293736-d5598275-Reviews-Classico-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",3,NULL
368,"Taco Plus","https://www.tripadvisor.com/Restaurant_Review-g293736-d24137171-Reviews-Taco_Plus-Rabat_Rabat_Sale_Kenitra.html","https://tacoplus.ola.click/products","0",0,NULL
369,"Cafe Sourire","https://www.tripadvisor.com/Restaurant_Review-g293736-d19683549-Reviews-Cafe_Sourire-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
370,"Chaplin Crêpes Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d28107152-Reviews-Chaplin_Crepes_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
371,"Kfc","https://www.tripadvisor.com/Restaurant_Review-g293736-d8466731-Reviews-Kfc-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",4,"$"
372,"L'italien","https://www.tripadvisor.com/Restaurant_Review-g293736-d23540641-Reviews-L_italien-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
373,"Graines & Passion","https://www.tripadvisor.com/Restaurant_Review-g293736-d17819701-Reviews-Graines_Passion-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$$$$"
374,"Food Shop","https://www.tripadvisor.com/Restaurant_Review-g293736-d10588208-Reviews-Food_Shop-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
375,"Savarin - Café, Restaurant, Patisserie","https://www.tripadvisor.com/Restaurant_Review-g293736-d12904320-Reviews-Savarin_Cafe_Restaurant_Patisserie-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",2,NULL
376,"G-food","https://www.tripadvisor.com/Restaurant_Review-g293736-d23032099-Reviews-G_food-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
377,"Konafa House","https://www.tripadvisor.com/Restaurant_Review-g293736-d24132553-Reviews-Konafa_House-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
378,"seven louge","https://www.tripadvisor.com/Restaurant_Review-g293736-d967448-Reviews-Seven_louge-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",1,NULL
379,"World Burger","https://www.tripadvisor.com/Restaurant_Review-g293736-d23540644-Reviews-World_Burger-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
380,"Point de rencontre","https://www.tripadvisor.com/Restaurant_Review-g293736-d16755983-Reviews-Point_de_rencontre-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
381,"Dar Shiwate Café Souissi Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d10485527-Reviews-Dar_Shiwate_Cafe_Souissi_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$$$$"
382,"Les Deux Chefs","https://www.tripadvisor.com/Restaurant_Review-g293736-d24980231-Reviews-Les_Deux_Chefs-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
383,"Ogarden","https://www.tripadvisor.com/Restaurant_Review-g293736-d23897482-Reviews-Ogarden-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
384,"Tacos de Paris","https://www.tripadvisor.com/Restaurant_Review-g293736-d14997611-Reviews-Tacos_de_Paris-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
385,"The Kitch","https://www.tripadvisor.com/Restaurant_Review-g293736-d28879686-Reviews-The_Kitch-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
386,"Starbucks","https://www.tripadvisor.com/Restaurant_Review-g293736-d20806987-Reviews-Starbucks-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",6,"$$ - $$$"
387,"Allo Beirut Cuisine Libanaise","https://www.tripadvisor.com/Restaurant_Review-g293736-d13996355-Reviews-Allo_Beirut_Cuisine_Libanaise-Rabat_Rabat_Sale_Kenitra.html","http://www.allobeirutcuisine.com#menu","2.5",8,"$$ - $$$"
388,"Bewok","https://www.tripadvisor.com/Restaurant_Review-g293736-d15588358-Reviews-Bewok-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
389,"Coin Pécheur","https://www.tripadvisor.com/Restaurant_Review-g293736-d21369771-Reviews-Coin_Pecheur-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
390,"Formule it Arribat Center ","https://www.tripadvisor.com/Restaurant_Review-g293736-d25406063-Reviews-Formule_it_Arribat_Center-Rabat_Rabat_Sale_Kenitra.html",NULL,"1",1,NULL
391,"Le Marocain By La Mamounia","https://www.tripadvisor.com/Restaurant_Review-g293736-d26370059-Reviews-Le_Marocain_By_La_Mamounia-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",1,NULL
392,"Café Cinéma Renaissance","https://www.tripadvisor.com/Restaurant_Review-g293736-d23575680-Reviews-Cafe_Cinema_Renaissance-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
393,"Pitate Pizza & Pâtes | Pizza Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d29932219-Reviews-Pitate_Pizza_Pates_Pizza_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
394,"Standard Club","https://www.tripadvisor.com/Restaurant_Review-g293736-d7282975-Reviews-Standard_Club-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
395,"Zumba snack à jus hassan ","https://www.tripadvisor.com/Restaurant_Review-g293736-d26518500-Reviews-Zumba_snack_a_jus_hassan-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
396,"El Bayt Eldimashki","https://www.tripadvisor.com/Restaurant_Review-g293736-d28779913-Reviews-El_Bayt_Eldimashki-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
397,"Fast Wok","https://www.tripadvisor.com/Restaurant_Review-g293736-d13569329-Reviews-Fast_Wok-Rabat_Rabat_Sale_Kenitra.html","http://fast-wok-43.webself.net/menu","0",0,"$"
398,"Emy Ice Rolls","https://www.tripadvisor.com/Restaurant_Review-g293736-d17741728-Reviews-Emy_Ice_Rolls-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
399,"Restaurant Chez Les Filles De Lhaja","https://www.tripadvisor.com/Restaurant_Review-g293736-d28668745-Reviews-Restaurant_Chez_Les_Filles_De_Lhaja-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
400,"Indian Flavors","https://www.tripadvisor.com/Restaurant_Review-g293736-d27806814-Reviews-Indian_Flavors-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
401,"Hoya Bella Café","https://www.tripadvisor.com/Restaurant_Review-g293736-d27974596-Reviews-Hoya_Bella_Cafe-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
402,"Rôtisserie Côte à Côte","https://www.tripadvisor.com/Restaurant_Review-g293736-d13126870-Reviews-Rotisserie_Cote_a_Cote-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
403,"Nostalgia Moroccan Restaurant and Grill","https://www.tripadvisor.com/Restaurant_Review-g293736-d26240768-Reviews-Nostalgia_Moroccan_Restaurant_and_Grill-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
404,"Legende De Gout","https://www.tripadvisor.com/Restaurant_Review-g293736-d23533330-Reviews-Legende_De_Gout-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
405,"Fresh time chicken","https://www.tripadvisor.com/Restaurant_Review-g293736-d15219818-Reviews-Fresh_time_chicken-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
406,"Mamiz Urban Grill","https://www.tripadvisor.com/Restaurant_Review-g293736-d25575507-Reviews-Mamiz_Urban_Grill-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
