"id","name","link","menu_link","rating","reviews","price"
129,"Urban Bistro Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d19262563-Reviews-Urban_Bistro_Restaurant-Rabat_Rabat_Sale_Kenitra.html","https://linktr.ee/urbanbistro.rabat","4",22,"$$ - $$$"
130,"Baz'art","https://www.tripadvisor.com/Restaurant_Review-g293736-d26767254-Reviews-Baz_art-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
131,"Dar Al Fawakih","https://www.tripadvisor.com/Restaurant_Review-g293736-d21245031-Reviews-Dar_Al_Fawakih-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",5,"$"
132,"LATIUM","https://www.tripadvisor.com/Restaurant_Review-g293736-d779986-Reviews-LATIUM-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",135,"$$ - $$$"
133,"Dar Mayshad","https://www.tripadvisor.com/Restaurant_Review-g293736-d15112266-Reviews-Dar_Mayshad-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",6,"$$ - $$$"
134,"O'Goethe 2.0","https://www.tripadvisor.com/Restaurant_Review-g293736-d8383326-Reviews-O_Goethe_2_0-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",64,"$$ - $$$"
135,"L'Instant Ben","https://www.tripadvisor.com/Restaurant_Review-g293736-d24857276-Reviews-L_Instant_Ben-Rabat_Rabat_Sale_Kenitra.html","https://me-qr.com/mobile/pdf/8032350","4",18,"$$ - $$$"
136,"Twenty One","https://www.tripadvisor.com/Restaurant_Review-g293736-d12131111-Reviews-Twenty_One-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",7,NULL
137,"Shoko Lounge","https://www.tripadvisor.com/Restaurant_Review-g293736-d25237883-Reviews-Shoko_Lounge-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",3,NULL
138,"Cedar","https://www.tripadvisor.com/Restaurant_Review-g293736-d25131188-Reviews-Cedar-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",2,NULL
139,"Maya Sushi","https://www.tripadvisor.com/Restaurant_Review-g293736-d23899900-Reviews-Maya_Sushi-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",4,"$$$$"
140,"Boulangerie Pâtisserie La Maison Amoud","https://www.tripadvisor.com/Restaurant_Review-g293736-d8056347-Reviews-Boulangerie_Patisserie_La_Maison_Amoud-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",37,"$$ - $$$"
141,"Fast Pizza","https://www.tripadvisor.com/Restaurant_Review-g293736-d7337108-Reviews-Fast_Pizza-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",17,"$"
142,"Azour Rabat Rooftop & Lounge","https://www.tripadvisor.com/Restaurant_Review-g293736-d23792234-Reviews-Azour_Rabat_Rooftop_Lounge-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",14,NULL
143,"Le Ptit Resto","https://www.tripadvisor.com/Restaurant_Review-g293736-d7047553-Reviews-Le_Ptit_Resto-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",60,"$$ - $$$"
144,"Dalla Zia","https://www.tripadvisor.com/Restaurant_Review-g293736-d24964446-Reviews-Dalla_Zia-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",23,"$$ - $$$"
145,"Japoneza","https://www.tripadvisor.com/Restaurant_Review-g293736-d21338419-Reviews-Japoneza-Rabat_Rabat_Sale_Kenitra.html","https://japoneza.ma/menu","3.5",11,"$$ - $$$"
146,"La Graille","https://www.tripadvisor.com/Restaurant_Review-g293736-d12928147-Reviews-La_Graille-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",7,"$$ - $$$"
147,"Vinart","https://www.tripadvisor.com/Restaurant_Review-g293736-d21367597-Reviews-Vinart-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",6,"$$$$"
148,"Restaurant la Cuchara","https://www.tripadvisor.com/Restaurant_Review-g293736-d7352577-Reviews-Restaurant_la_Cuchara-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",117,"$$$$"
149,"Nakhat acharq","https://www.tripadvisor.com/Restaurant_Review-g293736-d23734954-Reviews-Nakhat_acharq-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",3,NULL
150,"Upstairs","https://www.tripadvisor.com/Restaurant_Review-g293736-d3333241-Reviews-Upstairs-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",70,"$$ - $$$"
151,"Chaia Kitchen","https://www.tripadvisor.com/Restaurant_Review-g293736-d23903739-Reviews-Chaia_Kitchen-Rabat_Rabat_Sale_Kenitra.html","https://bhealthy.ma/doc/Chaia-menu.pdf","5",3,"$$ - $$$"
152,"Eathaï","https://www.tripadvisor.com/Restaurant_Review-g293736-d15945869-Reviews-Eathai-Rabat_Rabat_Sale_Kenitra.html","https://eathai.ma/menu/","4",14,"$$ - $$$"
153,"Almateam Alkhalijiu Alribat","https://www.tripadvisor.com/Restaurant_Review-g293736-d26286674-Reviews-Almateam_Alkhalijiu_Alribat-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",3,NULL
154,"Primos Chicken","https://www.tripadvisor.com/Restaurant_Review-g293736-d12138458-Reviews-Primos_Chicken-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",8,NULL
155,"Ober Mamma","https://www.tripadvisor.com/Restaurant_Review-g293736-d25355704-Reviews-Ober_Mamma-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",4,NULL
156,"Restaurant Chez ma Tante","https://www.tripadvisor.com/Restaurant_Review-g293736-d14923298-Reviews-Restaurant_Chez_ma_Tante-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",14,"$$ - $$$"
157,"La Casa Emma","https://www.tripadvisor.com/Restaurant_Review-g293736-d21284969-Reviews-La_Casa_Emma-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",39,"$$ - $$$"
196,"La Table du Réservoir","https://www.tripadvisor.com/Restaurant_Review-g293736-d5809438-Reviews-La_Table_du_Reservoir-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",48,"$$ - $$$"
158,"Restaurant de l'EUPHORIAD","https://www.tripadvisor.com/Restaurant_Review-g293736-d25453936-Reviews-Restaurant_de_l_EUPHORIAD-Rabat_Rabat_Sale_Kenitra.html","https://www.euphoriad.com/wp-content/uploads/2024/07/euphoriad-riad-hotel-hebergement-rabat-maroc-morocco-pool-piscine-gastronomie-restaurant-Menu-PDF-en-FR-1.pdf","5",3,"$$ - $$$"
159,"Le Resto 3.0 Restaurant Grill bar","https://www.tripadvisor.com/Restaurant_Review-g293736-d8588628-Reviews-Le_Resto_3_0_Restaurant_Grill_bar-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",49,"$$ - $$$"
160,"Villa M","https://www.tripadvisor.com/Restaurant_Review-g293736-d12023630-Reviews-Villa_M-Rabat_Rabat_Sale_Kenitra.html","https://villamrabat.business.site/","2",24,"$$ - $$$"
161,"Chawarma Abtal Sham - Syrisches Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d11847904-Reviews-Chawarma_Abtal_Sham_Syrisches_Restaurant-Rabat_Rabat_Sale_Kenitra.html","https://www.abtalalcham.ma/","3.5",20,"$"
162,"6eme symphonie","https://www.tripadvisor.com/Restaurant_Review-g293736-d1440236-Reviews-6eme_symphonie-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",15,"$$ - $$$"
163,"Citir Usta","https://www.tripadvisor.com/Restaurant_Review-g293736-d10055626-Reviews-Citir_Usta-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",16,"$$ - $$$"
164,"La Deliciosa","https://www.tripadvisor.com/Restaurant_Review-g293736-d10717766-Reviews-La_Deliciosa-Rabat_Rabat_Sale_Kenitra.html","https://ladeliciosa.ma/la-crt-menu-cat/","3.5",13,"$$ - $$$"
165,"La Rive Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d4601428-Reviews-La_Rive_Restaurant-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",40,"$$ - $$$"
166,"La Cerveceria Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d26267506-Reviews-La_Cerveceria_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",6,"$$ - $$$"
167,"Blue Berry","https://www.tripadvisor.com/Restaurant_Review-g293736-d4993050-Reviews-Blue_Berry-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",66,"$$ - $$$"
168,"Irish Pub","https://www.tripadvisor.com/Restaurant_Review-g293736-d4129683-Reviews-Irish_Pub-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",14,NULL
169,"Eat Néocantine","https://www.tripadvisor.com/Restaurant_Review-g293736-d11707470-Reviews-Eat_Neocantine-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",69,"$$ - $$$"
170,"Marzine","https://www.tripadvisor.com/Restaurant_Review-g293736-d8825284-Reviews-Marzine-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",12,"$$ - $$$"
171,"Baci ","https://www.tripadvisor.com/Restaurant_Review-g293736-d26445176-Reviews-Baci-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",5,"$$$$"
172,"Youm Youm","https://www.tripadvisor.com/Restaurant_Review-g293736-d17847533-Reviews-Youm_Youm-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",4,"$"
173,"Mitsuki Arribat Center","https://www.tripadvisor.com/Restaurant_Review-g293736-d21326798-Reviews-Mitsuki_Arribat_Center-Rabat_Rabat_Sale_Kenitra.html","https://fr.calameo.com/read/0039912130bb98897b7ce","3.5",11,"$$ - $$$"
174,"OM Restauration Traditionnelle","https://www.tripadvisor.com/Restaurant_Review-g293736-d13418120-Reviews-OM_Restauration_Traditionnelle-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",21,"$"
175,"Al Forno","https://www.tripadvisor.com/Restaurant_Review-g293736-d9982390-Reviews-Al_Forno-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",13,"$$ - $$$"
176,"El Palatino","https://www.tripadvisor.com/Restaurant_Review-g293736-d779988-Reviews-El_Palatino-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",27,"$$ - $$$"
177,"Oceanos Mediterranean Flavour","https://www.tripadvisor.com/Restaurant_Review-g293736-d25102663-Reviews-Oceanos_Mediterranean_Flavour-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
178,"Turk'it","https://www.tripadvisor.com/Restaurant_Review-g293736-d17425846-Reviews-Turk_it-Rabat_Rabat_Sale_Kenitra.html","https://www.facebook.com/tuurkit/menu","4",8,NULL
179,"La Piccola Italia","https://www.tripadvisor.com/Restaurant_Review-g293736-d14002996-Reviews-La_Piccola_Italia-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",6,NULL
180,"La Rambla","https://www.tripadvisor.com/Restaurant_Review-g293736-d20070565-Reviews-La_Rambla-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",17,"$$$$"
181,"Milano","https://www.tripadvisor.com/Restaurant_Review-g293736-d3268208-Reviews-Milano-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",17,"$$ - $$$"
182,"Bistrot Burger","https://www.tripadvisor.com/Restaurant_Review-g293736-d12002832-Reviews-Bistrot_Burger-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",48,"$$ - $$$"
183,"Restaurant Alaska Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d28569113-Reviews-Restaurant_Alaska_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$$ - $$$"
184,"Miam","https://www.tripadvisor.com/Restaurant_Review-g293736-d15053246-Reviews-Miam-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",21,"$$ - $$$"
185,"Sofia Palace","https://www.tripadvisor.com/Restaurant_Review-g293736-d7255586-Reviews-Sofia_Palace-Rabat_Rabat_Sale_Kenitra.html","http://www.sofiapalace.ma/menu.html","2.5",53,"$$ - $$$"
186,"O'globe Cafe","https://www.tripadvisor.com/Restaurant_Review-g293736-d3984334-Reviews-O_globe_Cafe-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",6,NULL
187,"Le Coin Des Crepes","https://www.tripadvisor.com/Restaurant_Review-g293736-d17652440-Reviews-Le_Coin_Des_Crepes-Rabat_Rabat_Sale_Kenitra.html","https://www.facebook.com/lecoindescrepesrabat","5",6,"$"
188,"Burrito Factory","https://www.tripadvisor.com/Restaurant_Review-g293736-d21113025-Reviews-Burrito_Factory-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,"$"
189,"Restaurant Dar Larita","https://www.tripadvisor.com/Restaurant_Review-g293736-d23705284-Reviews-Restaurant_Dar_Larita-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",9,"$$$$"
190,"Restaurant Dar Larsa","https://www.tripadvisor.com/Restaurant_Review-g293736-d26240739-Reviews-Restaurant_Dar_Larsa-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",3,NULL
191,"Chalet Suisse","https://www.tripadvisor.com/Restaurant_Review-g293736-d8474373-Reviews-Chalet_Suisse-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",14,"$$ - $$$"
192,"MonteCristo","https://www.tripadvisor.com/Restaurant_Review-g293736-d4185438-Reviews-MonteCristo-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",26,"$$ - $$$"
193,"Restaurant Espagnol Bem Bom","https://www.tripadvisor.com/Restaurant_Review-g293736-d25101660-Reviews-Restaurant_Espagnol_Bem_Bom-Rabat_Rabat_Sale_Kenitra.html","https://www.google.com/search?q=Bem+Bom+restaurant+espagnol&stick=H4sIAAAAAAAA_-NgU1IxqEhJNDdLMTZNNU6yTEu1TLECiiQlWhhbmhmkJqeaGRgamS9ilXZKzVVwys9VKEotLkksLUrMK1FILS5ITM_LzwEAyELAOEYAAAA&hl=fr&mat=CRoBTWzQGWUUElcBl7_LlwyuSW-QOi3DtXVI-uMXZEtOZ-Jd0kBxl8zNTEL4CS1Slx6A7D3mrqMxNuD_n-evB2TuzG5WygS0GX_cK2Qek15V9KL5_8Ty36slHF6meRiYzX0&authuser=1#mpd=~1469609236367212826/editprofile/foodmenu","5",3,NULL
194,"Paul","https://www.tripadvisor.com/Restaurant_Review-g293736-d4339498-Reviews-Paul-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",139,"$$ - $$$"
195,"Sushi house","https://www.tripadvisor.com/Restaurant_Review-g293736-d15598918-Reviews-Sushi_house-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",6,NULL
198,"Espace Hassan","https://www.tripadvisor.com/Restaurant_Review-g293736-d15575933-Reviews-Espace_Hassan-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",7,"$"
199,"M'gourmet Maison Chorouk","https://www.tripadvisor.com/Restaurant_Review-g293736-d28988246-Reviews-M_gourmet_Maison_Chorouk-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,NULL
200,"Villa Jnane","https://www.tripadvisor.com/Restaurant_Review-g293736-d26678681-Reviews-Villa_Jnane-Rabat_Rabat_Sale_Kenitra.html","https://villajnane.com/menu/","3.5",13,"$"
201,"K'art Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d23594793-Reviews-K_art_Restaurant-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",9,"$$ - $$$"
202,"Al Fanous","https://www.tripadvisor.com/Restaurant_Review-g293736-d4923851-Reviews-Al_Fanous-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",11,"$"
203,"Mes Régals","https://www.tripadvisor.com/Restaurant_Review-g293736-d23507071-Reviews-Mes_Regals-Rabat_Rabat_Sale_Kenitra.html","https://www.instagram.com/stories/highlights/17921183977703206/","5",2,"$$ - $$$"
204,"GRILL 23","https://www.tripadvisor.com/Restaurant_Review-g293736-d8534598-Reviews-GRILL_23-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",21,"$"
205,"Brunch","https://www.tripadvisor.com/Restaurant_Review-g293736-d10391466-Reviews-Brunch-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",7,"$"
206,"Mister Brochette","https://www.tripadvisor.com/Restaurant_Review-g293736-d8329069-Reviews-Mister_Brochette-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",4,"$"
207,"El Tropic","https://www.tripadvisor.com/Restaurant_Review-g293736-d15291121-Reviews-El_Tropic-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",4,"$$ - $$$"
208,"Between The Buns","https://www.tripadvisor.com/Restaurant_Review-g293736-d23239588-Reviews-Between_The_Buns-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",7,"$"
209,"Metros de pizza","https://www.tripadvisor.com/Restaurant_Review-g293736-d8283417-Reviews-Metros_de_pizza-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",31,"$$ - $$$"
210,"Chez Lena","https://www.tripadvisor.com/Restaurant_Review-g293736-d7334342-Reviews-Chez_Lena-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",12,"$$ - $$$"
211,"Oliveri","https://www.tripadvisor.com/Restaurant_Review-g293736-d17426091-Reviews-Oliveri-Rabat_Rabat_Sale_Kenitra.html","https://www.oliveri.ma/wp-content/uploads/2019/02/MenuOliveri.pdf","2.5",13,NULL
212,"El Chapo","https://www.tripadvisor.com/Restaurant_Review-g293736-d17708817-Reviews-El_Chapo-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",32,"$$ - $$$"
213,"La Fournee","https://www.tripadvisor.com/Restaurant_Review-g293736-d7900908-Reviews-La_Fournee-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",28,"$$ - $$$"
214,"Vertigo Restaurant Lounge","https://www.tripadvisor.com/Restaurant_Review-g293736-d11768665-Reviews-Vertigo_Restaurant_Lounge-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",14,"$$ - $$$"
215,"Restaurant & Pizzeria Le Capri","https://www.tripadvisor.com/Restaurant_Review-g293736-d13000224-Reviews-Restaurant_Pizzeria_Le_Capri-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",10,"$"
216,"Cafe Restaurant Saadi","https://www.tripadvisor.com/Restaurant_Review-g293736-d15227682-Reviews-Cafe_Restaurant_Saadi-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",7,"$$ - $$$"
217,"Boulangerie Patisserie Chef D'oeuvre","https://www.tripadvisor.com/Restaurant_Review-g293736-d11855976-Reviews-Boulangerie_Patisserie_Chef_D_oeuvre-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",6,NULL
218,"Cafe Cinema Renaissance","https://www.tripadvisor.com/Restaurant_Review-g293736-d14179200-Reviews-Cafe_Cinema_Renaissance-Rabat_Rabat_Sale_Kenitra.html","http://www.cafecinemarenaissance.ma#menu","4",6,"$"
219,"Little Mamma Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d25271950-Reviews-Little_Mamma_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",14,"$$ - $$$"
220,"Chez Amy la Saint-Louisienne","https://www.tripadvisor.com/Restaurant_Review-g293736-d14137606-Reviews-Chez_Amy_la_Saint_Louisienne-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",2,NULL
221,"Zumba Snack a Jus","https://www.tripadvisor.com/Restaurant_Review-g293736-d8625788-Reviews-Zumba_Snack_a_Jus-Rabat_Rabat_Sale_Kenitra.html","http://www.Facebook.com/allactivity?privacy_source=activity_log_top_menu","3.5",19,"$"
222,"Capanna","https://www.tripadvisor.com/Restaurant_Review-g293736-d25234441-Reviews-Capanna-Rabat_Rabat_Sale_Kenitra.html",NULL,"2",11,"$$ - $$$"
223,"Ristorante Finzi","https://www.tripadvisor.com/Restaurant_Review-g293736-d19654503-Reviews-Ristorante_Finzi-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",8,"$$ - $$$"
224,"Columbus Café & Co","https://www.tripadvisor.com/Restaurant_Review-g293736-d13319136-Reviews-Columbus_Cafe_Co-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",19,"$$ - $$$"
225,"Bert's Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d779982-Reviews-Bert_s_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",27,"$$ - $$$"
226,"Rabat Kungfu Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d10249084-Reviews-Rabat_Kungfu_Restaurant-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",17,"$$ - $$$"
227,"Al Maghribi Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d19104355-Reviews-Al_Maghribi_Restaurant-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",3,"$"
228,"Restaurant La Pagode","https://www.tripadvisor.com/Restaurant_Review-g293736-d1216410-Reviews-Restaurant_La_Pagode-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",35,"$$ - $$$"
229,"Poisson Anass","https://www.tripadvisor.com/Restaurant_Review-g293736-d3638195-Reviews-Poisson_Anass-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",12,"$$ - $$$"
230,"Thai Sushi Cuisine","https://www.tripadvisor.com/Restaurant_Review-g293736-d23792505-Reviews-Thai_Sushi_Cuisine-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",3,NULL
231,"La Casa Emma","https://www.tripadvisor.com/Restaurant_Review-g293736-d23014071-Reviews-La_Casa_Emma-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
232,"Snack Sahbi","https://www.tripadvisor.com/Restaurant_Review-g293736-d12138442-Reviews-Snack_Sahbi-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",3,NULL
233,"Le Legend Club","https://www.tripadvisor.com/Restaurant_Review-g293736-d25131180-Reviews-Le_Legend_Club-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",4,NULL
234,"Le Trendy Lounge Bar","https://www.tripadvisor.com/Restaurant_Review-g293736-d14401726-Reviews-Le_Trendy_Lounge_Bar-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",6,"$$ - $$$"
235,"Pizza Hut","https://www.tripadvisor.com/Restaurant_Review-g293736-d12981513-Reviews-Pizza_Hut-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",4,"$"
236,"Foul Elomda","https://www.tripadvisor.com/Restaurant_Review-g293736-d15086455-Reviews-Foul_Elomda-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",6,NULL
237,"Sushi Youzar","https://www.tripadvisor.com/Restaurant_Review-g293736-d25325870-Reviews-Sushi_Youzar-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,NULL
238,"Anoual","https://www.tripadvisor.com/Restaurant_Review-g293736-d21247338-Reviews-Anoual-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$"
239,"KFC","https://www.tripadvisor.com/Restaurant_Review-g293736-d13083456-Reviews-KFC-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",12,NULL
240,"Castel Bab Had","https://www.tripadvisor.com/Restaurant_Review-g293736-d16904265-Reviews-Castel_Bab_Had-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",5,"$$ - $$$"
241,"Bluespoon Coffee Kitchen","https://www.tripadvisor.com/Restaurant_Review-g293736-d16820540-Reviews-Bluespoon_Coffee_Kitchen-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",7,"$$$$"
242,"Restaurant Club Havana","https://www.tripadvisor.com/Restaurant_Review-g293736-d10343881-Reviews-Restaurant_Club_Havana-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",11,"$$ - $$$"
243,"Yoka Sushi Hay Riad","https://www.tripadvisor.com/Restaurant_Review-g293736-d4701812-Reviews-Yoka_Sushi_Hay_Riad-Rabat_Rabat_Sale_Kenitra.html","http://yokasushi.com/#carte-des-menus","3.5",38,"$$ - $$$"
244,"Churrascaria Marius Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d8738436-Reviews-Churrascaria_Marius_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"2.5",9,"$$ - $$$"
245,"La PIZ Hay Riad","https://www.tripadvisor.com/Restaurant_Review-g293736-d13485900-Reviews-La_PIZ_Hay_Riad-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",29,"$$ - $$$"
246,"La pêche du jour","https://www.tripadvisor.com/Restaurant_Review-g293736-d15097334-Reviews-La_peche_du_jour-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",5,NULL
247,"Weston Jazz Club","https://www.tripadvisor.com/Restaurant_Review-g293736-d27793055-Reviews-Weston_Jazz_Club-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
248,"Atlas Chicken","https://www.tripadvisor.com/Restaurant_Review-g293736-d7337095-Reviews-Atlas_Chicken-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",9,"$"
249,"Le cedre du Liban","https://www.tripadvisor.com/Restaurant_Review-g293736-d13662285-Reviews-Le_cedre_du_Liban-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",16,"$$ - $$$"
250,"Le Mare Nostrum","https://www.tripadvisor.com/Restaurant_Review-g293736-d20893588-Reviews-Le_Mare_Nostrum-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
251,"Le Four à Bois","https://www.tripadvisor.com/Restaurant_Review-g293736-d11487546-Reviews-Le_Four_a_Bois-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",11,"$$ - $$$"
252,"BARBECUE agdal","https://www.tripadvisor.com/Restaurant_Review-g293736-d14985306-Reviews-BARBECUE_agdal-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",8,NULL
253,"Castel Restaurant","https://www.tripadvisor.com/Restaurant_Review-g293736-d25338485-Reviews-Castel_Restaurant-Rabat_Rabat_Sale_Kenitra.html",NULL,"4.5",2,NULL
254,"Creperie Rabat : La crepe-rit","https://www.tripadvisor.com/Restaurant_Review-g293736-d17850451-Reviews-Creperie_Rabat_La_crepe_rit-Rabat_Rabat_Sale_Kenitra.html","http://www.crepe.ma","3",6,"$"
255,"Rôtisseurs & Co","https://www.tripadvisor.com/Restaurant_Review-g293736-d13163333-Reviews-Rotisseurs_Co-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",10,"$$ - $$$"
256,"West Coasts","https://www.tripadvisor.com/Restaurant_Review-g293736-d17806168-Reviews-West_Coasts-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,NULL
257,"Sushi Box","https://www.tripadvisor.com/Restaurant_Review-g293736-d12421496-Reviews-Sushi_Box-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",8,"$$ - $$$"
258,"Tapas Sol","https://www.tripadvisor.com/Restaurant_Review-g293736-d25013060-Reviews-Tapas_Sol-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
259,"El Barco Verde","https://www.tripadvisor.com/Restaurant_Review-g293736-d23800147-Reviews-El_Barco_Verde-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",2,NULL
260,"Aya Rosa","https://www.tripadvisor.com/Restaurant_Review-g293736-d13359529-Reviews-Aya_Rosa-Rabat_Rabat_Sale_Kenitra.html",NULL,"4",4,"$"
261,"El Cielo Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d26834830-Reviews-El_Cielo_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
262,"No 17 at The Repose","https://www.tripadvisor.com/Restaurant_Review-g293736-d15228087-Reviews-No_17_at_The_Repose-Rabat_Rabat_Sale_Kenitra.html",NULL,"5",1,"$$ - $$$"
263,"La Sala Anne Marie","https://www.tripadvisor.com/Restaurant_Review-g293736-d7713110-Reviews-La_Sala_Anne_Marie-Rabat_Rabat_Sale_Kenitra.html",NULL,"3.5",29,"$$ - $$$"
